cost_id,date,department,expense_category,amount,cost_month
COST001805,2026-05-31,Canteen,Maintenance,9347.47,2026-05
COST001806,2026-05-31,Canteen,Internet,3049.88,2026-05
COST001807,2026-05-31,Academic,Cleaning,3094.78,2026-05
COST001808,2026-05-31,Academic,Other,4164.69,2026-05
COST001809,2026-05-31,Maintenance,Transport,6068.39,2026-05
COST001810,2026-05-31,Maintenance,Maintenance,8760.64,2026-05
COST001811,2026-05-31,Transport,Water,3690.51,2026-05
COST001812,2026-05-31,Transport,Cleaning,3698.2,2026-05
COST001813,2026-06-01,Administration,Transport,9881.79,2026-06
COST001814,2026-06-01,Administration,Maintenance,9226.33,2026-06
COST001815,2026-06-01,Hostel,Transport,6310.87,2026-06
COST001816,2026-06-01,Hostel,Maintenance,9300.93,2026-06
COST001817,2026-06-01,Canteen,Electricity,12319.6,2026-06
COST001818,2026-06-01,Canteen,Internet,2453.05,2026-06
COST001819,2026-06-01,Academic,Cleaning,5152.1,2026-06
COST001820,2026-06-01,Academic,Water,4654.45,2026-06
COST001821,2026-06-01,Maintenance,Transport,7104.4,2026-06
COST001822,2026-06-01,Maintenance,Water,3181.05,2026-06
COST001823,2026-06-01,Transport,Cleaning,3866.92,2026-06
COST001824,2026-06-01,Transport,Water,6218.23,2026-06
COST001825,2026-06-02,Administration,Food,13642.68,2026-06
COST001826,2026-06-02,Administration,Water,4416.52,2026-06
COST001827,2026-06-02,Hostel,Other,2674.75,2026-06
COST001828,2026-06-02,Hostel,Cleaning,2675.74,2026-06
COST001829,2026-06-02,Canteen,Water,5945.67,2026-06
COST001830,2026-06-02,Canteen,Cleaning,3173.89,2026-06
COST001831,2026-06-02,Academic,Maintenance,11259.31,2026-06
COST001832,2026-06-02,Academic,Water,6787.19,2026-06
COST001833,2026-06-02,Maintenance,Cleaning,4540.19,2026-06
COST001834,2026-06-02,Maintenance,Maintenance,9502.46,2026-06
COST001835,2026-06-02,Transport,Electricity,7392.77,2026-06
COST001836,2026-06-02,Transport,Other,2893.47,2026-06
COST001837,2026-06-03,Administration,Cleaning,3505.28,2026-06
COST001838,2026-06-03,Administration,Other,2169.03,2026-06
COST001839,2026-06-03,Hostel,Internet,2181.26,2026-06
COST001840,2026-06-03,Hostel,Transport,6470.23,2026-06
COST001841,2026-06-03,Canteen,Internet,2506.94,2026-06
COST001842,2026-06-03,Canteen,Electricity,11061.4,2026-06
COST001843,2026-06-03,Academic,Transport,9489.05,2026-06
COST001844,2026-06-03,Academic,Electricity,12969.75,2026-06
COST001845,2026-06-03,Maintenance,Electricity,18379.22,2026-06
COST001846,2026-06-03,Maintenance,Transport,7857.56,2026-06
COST001847,2026-06-03,Transport,Internet,3006.57,2026-06
COST001848,2026-06-03,Transport,Food,11787.32,2026-06
COST001849,2026-06-04,Administration,Cleaning,4709.36,2026-06
COST001850,2026-06-04,Administration,Electricity,14152.93,2026-06
COST001851,2026-06-04,Hostel,Internet,2419.05,2026-06
COST001852,2026-06-04,Hostel,Electricity,11869.49,2026-06
COST001853,2026-06-04,Canteen,Food,9798.13,2026-06
COST001854,2026-06-04,Canteen,Maintenance,10404.54,2026-06
COST001855,2026-06-04,Academic,Transport,7692.31,2026-06
COST001856,2026-06-04,Academic,Other,2701.99,2026-06
COST001857,2026-06-04,Maintenance,Transport,5770.15,2026-06
COST001858,2026-06-04,Maintenance,Food,13195.93,2026-06
COST001859,2026-06-04,Transport,Maintenance,10232.13,2026-06
COST001860,2026-06-04,Transport,Other,2538.4,2026-06
COST001861,2026-06-05,Administration,Electricity,17762.23,2026-06
COST001862,2026-06-05,Administration,Water,6718.44,2026-06
COST001863,2026-06-05,Hostel,Cleaning,3634.41,2026-06
COST001864,2026-06-05,Hostel,Other,2799.95,2026-06
COST001865,2026-06-05,Canteen,Food,13135.42,2026-06
COST001866,2026-06-05,Canteen,Cleaning,4120.95,2026-06
COST001867,2026-06-05,Academic,Other,3041.6,2026-06
COST001868,2026-06-05,Academic,Internet,2147.62,2026-06
COST001869,2026-06-05,Maintenance,Transport,5491.58,2026-06
COST001870,2026-06-05,Maintenance,Cleaning,5062.31,2026-06
COST001871,2026-06-05,Transport,Other,2255.99,2026-06
COST001872,2026-06-05,Transport,Water,6269.0,2026-06
COST001873,2026-06-06,Administration,Food,13109.49,2026-06
COST001874,2026-06-06,Administration,Electricity,12244.8,2026-06
COST001875,2026-06-06,Hostel,Cleaning,5491.91,2026-06
COST001876,2026-06-06,Hostel,Food,13395.23,2026-06
COST001877,2026-06-06,Canteen,Internet,2320.4,2026-06
COST001878,2026-06-06,Canteen,Electricity,15452.95,2026-06
COST001879,2026-06-06,Academic,Internet,3816.14,2026-06
COST001880,2026-06-06,Academic,Maintenance,12939.17,2026-06
COST001881,2026-06-06,Maintenance,Electricity,9143.36,2026-06
COST001882,2026-06-06,Maintenance,Food,13555.06,2026-06
COST001883,2026-06-06,Transport,Electricity,18736.67,2026-06
COST001884,2026-06-06,Transport,Cleaning,3296.02,2026-06
COST001885,2026-06-07,Administration,Water,5889.65,2026-06
COST001886,2026-06-07,Administration,Electricity,13743.57,2026-06
COST001887,2026-06-07,Hostel,Maintenance,9273.8,2026-06
COST001888,2026-06-07,Hostel,Transport,6059.2,2026-06
COST001889,2026-06-07,Canteen,Water,5300.32,2026-06
COST001890,2026-06-07,Canteen,Other,2895.77,2026-06
COST001891,2026-06-07,Academic,Food,12233.9,2026-06
COST001892,2026-06-07,Academic,Other,4642.88,2026-06
COST001893,2026-06-07,Maintenance,Water,3992.98,2026-06
COST001894,2026-06-07,Maintenance,Maintenance,9225.83,2026-06
COST001895,2026-06-07,Transport,Internet,2534.07,2026-06
COST001896,2026-06-07,Transport,Food,13058.36,2026-06
COST001897,2026-06-08,Administration,Water,4692.73,2026-06
COST001898,2026-06-08,Administration,Cleaning,3780.7,2026-06
COST001899,2026-06-08,Hostel,Electricity,13195.86,2026-06
COST001900,2026-06-08,Hostel,Other,2865.81,2026-06
COST001901,2026-06-08,Canteen,Cleaning,3646.02,2026-06
COST001902,2026-06-08,Canteen,Food,12056.56,2026-06
COST001903,2026-06-08,Academic,Internet,1583.25,2026-06
COST001904,2026-06-08,Academic,Maintenance,5500.36,2026-06
COST001905,2026-06-08,Maintenance,Transport,9046.48,2026-06
COST001906,2026-06-08,Maintenance,Internet,2299.28,2026-06
COST001907,2026-06-08,Transport,Electricity,13062.01,2026-06
COST001908,2026-06-08,Transport,Water,6844.03,2026-06
COST001909,2026-06-09,Administration,Other,3042.72,2026-06
COST001910,2026-06-09,Administration,Internet,2583.59,2026-06
COST001911,2026-06-09,Hostel,Water,4786.64,2026-06
COST001912,2026-06-09,Hostel,Cleaning,4073.66,2026-06
COST001913,2026-06-09,Canteen,Water,3227.25,2026-06
COST001914,2026-06-09,Canteen,Internet,2115.65,2026-06
COST001915,2026-06-09,Academic,Electricity,18108.86,2026-06
COST001916,2026-06-09,Academic,Transport,7781.35,2026-06
COST001917,2026-06-09,Maintenance,Maintenance,7656.02,2026-06
COST001918,2026-06-09,Maintenance,Internet,3180.48,2026-06
COST001919,2026-06-09,Transport,Internet,3016.87,2026-06
COST001920,2026-06-09,Transport,Other,3104.66,2026-06
COST001921,2026-06-10,Administration,Internet,2706.96,2026-06
COST001922,2026-06-10,Administration,Cleaning,2572.04,2026-06
COST001923,2026-06-10,Hostel,Transport,7208.54,2026-06
COST001924,2026-06-10,Hostel,Electricity,14841.73,2026-06
COST001925,2026-06-10,Canteen,Cleaning,4194.65,2026-06
COST001926,2026-06-10,Canteen,Other,3025.99,2026-06
COST001927,2026-06-10,Academic,Cleaning,3874.38,2026-06
COST001928,2026-06-10,Academic,Electricity,16736.06,2026-06
COST001929,2026-06-10,Maintenance,Water,4468.37,2026-06
COST001930,2026-06-10,Maintenance,Internet,1575.55,2026-06
COST001931,2026-06-10,Transport,Cleaning,3793.01,2026-06
COST001932,2026-06-10,Transport,Electricity,11128.64,2026-06
COST001933,2026-06-11,Administration,Electricity,16456.05,2026-06
COST001934,2026-06-11,Administration,Maintenance,7928.75,2026-06
COST001935,2026-06-11,Hostel,Maintenance,8435.79,2026-06
COST001936,2026-06-11,Hostel,Other,2239.19,2026-06
COST001937,2026-06-11,Canteen,Electricity,20496.56,2026-06
COST001938,2026-06-11,Canteen,Maintenance,12556.79,2026-06
COST001939,2026-06-11,Academic,Other,3607.94,2026-06
COST001940,2026-06-11,Academic,Electricity,10365.53,2026-06
COST001941,2026-06-11,Maintenance,Transport,6200.69,2026-06
COST001942,2026-06-11,Maintenance,Electricity,13013.22,2026-06
COST001943,2026-06-11,Transport,Maintenance,7950.82,2026-06
COST001944,2026-06-11,Transport,Other,2235.61,2026-06
COST001945,2026-06-12,Administration,Food,11513.08,2026-06
COST001946,2026-06-12,Administration,Other,3450.63,2026-06
COST001947,2026-06-12,Hostel,Internet,3195.09,2026-06
COST001948,2026-06-12,Hostel,Maintenance,6657.45,2026-06
COST001949,2026-06-12,Canteen,Internet,2744.12,2026-06
COST001950,2026-06-12,Canteen,Water,7109.22,2026-06
COST001951,2026-06-12,Academic,Water,4739.21,2026-06
COST001952,2026-06-12,Academic,Transport,7861.56,2026-06
COST001953,2026-06-12,Maintenance,Internet,2764.31,2026-06
COST001954,2026-06-12,Maintenance,Other,3176.62,2026-06
COST001955,2026-06-12,Transport,Electricity,15105.14,2026-06
COST001956,2026-06-12,Transport,Maintenance,5055.49,2026-06
COST001957,2026-06-13,Administration,Food,14090.31,2026-06
COST001958,2026-06-13,Administration,Water,4927.32,2026-06
COST001959,2026-06-13,Hostel,Food,8689.57,2026-06
COST001960,2026-06-13,Hostel,Cleaning,3684.65,2026-06
COST001961,2026-06-13,Canteen,Water,4281.64,2026-06
COST001962,2026-06-13,Canteen,Transport,6699.25,2026-06
COST001963,2026-06-13,Academic,Internet,2154.48,2026-06
COST001964,2026-06-13,Academic,Electricity,12592.4,2026-06
COST001965,2026-06-13,Maintenance,Electricity,12749.41,2026-06
COST001966,2026-06-13,Maintenance,Other,3047.97,2026-06
COST001967,2026-06-13,Transport,Maintenance,7997.95,2026-06
COST001968,2026-06-13,Transport,Internet,2334.09,2026-06
COST001969,2026-06-14,Administration,Cleaning,3564.04,2026-06
COST001970,2026-06-14,Administration,Internet,1829.52,2026-06
COST001971,2026-06-14,Hostel,Maintenance,8005.23,2026-06
COST001972,2026-06-14,Hostel,Water,4755.98,2026-06
COST001973,2026-06-14,Canteen,Internet,2748.56,2026-06
COST001974,2026-06-14,Canteen,Electricity,14191.01,2026-06
COST001975,2026-06-14,Academic,Transport,4415.69,2026-06
COST001976,2026-06-14,Academic,Maintenance,10243.78,2026-06
COST001977,2026-06-14,Maintenance,Water,4623.69,2026-06
COST001978,2026-06-14,Maintenance,Electricity,16044.49,2026-06
COST001979,2026-06-14,Transport,Transport,5550.04,2026-06
COST001980,2026-06-14,Transport,Maintenance,6335.12,2026-06
COST001981,2026-06-15,Administration,Food,16810.42,2026-06
COST001982,2026-06-15,Administration,Other,3295.31,2026-06
COST001983,2026-06-15,Hostel,Maintenance,8018.69,2026-06
COST001984,2026-06-15,Hostel,Electricity,15233.44,2026-06
COST001985,2026-06-15,Canteen,Transport,6901.13,2026-06
COST001986,2026-06-15,Canteen,Water,4931.15,2026-06
COST001987,2026-06-15,Academic,Cleaning,2782.9,2026-06
COST001988,2026-06-15,Academic,Maintenance,10401.55,2026-06
COST001989,2026-06-15,Maintenance,Internet,2791.57,2026-06
COST001990,2026-06-15,Maintenance,Electricity,11642.75,2026-06
COST001991,2026-06-15,Transport,Other,3324.31,2026-06
COST001992,2026-06-15,Transport,Transport,7113.78,2026-06
COST001993,2026-06-16,Administration,Water,4294.08,2026-06
COST001994,2026-06-16,Administration,Cleaning,3937.36,2026-06
COST001995,2026-06-16,Hostel,Internet,2497.02,2026-06
COST001996,2026-06-16,Hostel,Food,9745.17,2026-06
COST001997,2026-06-16,Canteen,Food,12792.48,2026-06
COST001998,2026-06-16,Canteen,Transport,9578.53,2026-06
COST001999,2026-06-16,Academic,Maintenance,9183.64,2026-06
COST002000,2026-06-16,Academic,Electricity,19181.36,2026-06
COST002001,2026-06-16,Maintenance,Electricity,16156.15,2026-06
COST002002,2026-06-16,Maintenance,Water,6199.9,2026-06
COST002003,2026-06-16,Transport,Food,11043.51,2026-06
COST002004,2026-06-16,Transport,Electricity,13146.71,2026-06
COST002005,2026-06-17,Administration,Internet,2351.48,2026-06
COST002006,2026-06-17,Administration,Other,2978.17,2026-06
COST002007,2026-06-17,Hostel,Maintenance,7256.0,2026-06
COST002008,2026-06-17,Hostel,Cleaning,4417.55,2026-06
COST002009,2026-06-17,Canteen,Maintenance,8346.29,2026-06
COST002010,2026-06-17,Canteen,Transport,6393.97,2026-06
COST002011,2026-06-17,Academic,Maintenance,5709.68,2026-06
COST002012,2026-06-17,Academic,Electricity,15871.23,2026-06
COST002013,2026-06-17,Maintenance,Maintenance,9198.78,2026-06
COST002014,2026-06-17,Maintenance,Electricity,11809.31,2026-06
COST002015,2026-06-17,Transport,Cleaning,4448.93,2026-06
COST002016,2026-06-17,Transport,Internet,1705.8,2026-06
COST002017,2026-06-18,Administration,Internet,2006.58,2026-06
COST002018,2026-06-18,Administration,Maintenance,6403.74,2026-06
COST002019,2026-06-18,Hostel,Other,1861.59,2026-06
COST002020,2026-06-18,Hostel,Cleaning,4498.8,2026-06
COST002021,2026-06-18,Canteen,Food,9094.07,2026-06
COST002022,2026-06-18,Canteen,Other,3459.5,2026-06
COST002023,2026-06-18,Academic,Maintenance,9051.3,2026-06
COST002024,2026-06-18,Academic,Electricity,18507.69,2026-06
COST002025,2026-06-18,Maintenance,Other,2523.08,2026-06
COST002026,2026-06-18,Maintenance,Cleaning,4286.04,2026-06
COST002027,2026-06-18,Transport,Internet,2896.46,2026-06
COST002028,2026-06-18,Transport,Other,3327.07,2026-06
COST002029,2026-06-19,Administration,Internet,2653.47,2026-06
COST002030,2026-06-19,Administration,Transport,6461.83,2026-06
COST002031,2026-06-19,Hostel,Internet,2130.31,2026-06
COST002032,2026-06-19,Hostel,Electricity,17398.84,2026-06
COST002033,2026-06-19,Canteen,Food,13400.13,2026-06
COST002034,2026-06-19,Canteen,Other,3057.32,2026-06
COST002035,2026-06-19,Academic,Food,9503.23,2026-06
COST002036,2026-06-19,Academic,Transport,6886.38,2026-06
COST002037,2026-06-19,Maintenance,Maintenance,8797.68,2026-06
COST002038,2026-06-19,Maintenance,Transport,4273.16,2026-06
COST002039,2026-06-19,Transport,Transport,3689.29,2026-06
COST002040,2026-06-19,Transport,Other,3828.42,2026-06
COST002041,2026-06-20,Administration,Electricity,16727.24,2026-06
COST002042,2026-06-20,Administration,Internet,3186.72,2026-06
COST002043,2026-06-20,Hostel,Other,3462.48,2026-06
COST002044,2026-06-20,Hostel,Transport,8633.71,2026-06
COST002045,2026-06-20,Canteen,Internet,3509.33,2026-06
COST002046,2026-06-20,Canteen,Cleaning,5481.75,2026-06
COST002047,2026-06-20,Academic,Maintenance,7497.48,2026-06
COST002048,2026-06-20,Academic,Other,3194.51,2026-06
COST002049,2026-06-20,Maintenance,Maintenance,8161.38,2026-06
COST002050,2026-06-20,Maintenance,Water,4260.51,2026-06
COST002051,2026-06-20,Transport,Other,2433.24,2026-06
COST002052,2026-06-20,Transport,Electricity,9856.81,2026-06
COST002053,2026-06-21,Administration,Food,13872.75,2026-06
COST002054,2026-06-21,Administration,Maintenance,7226.65,2026-06
COST002055,2026-06-21,Hostel,Water,5808.58,2026-06
COST002056,2026-06-21,Hostel,Food,15466.53,2026-06
COST002057,2026-06-21,Canteen,Electricity,8899.76,2026-06
COST002058,2026-06-21,Canteen,Transport,6291.19,2026-06
COST002059,2026-06-21,Academic,Water,4785.45,2026-06
COST002060,2026-06-21,Academic,Internet,3037.81,2026-06
COST002061,2026-06-21,Maintenance,Transport,5962.47,2026-06
COST002062,2026-06-21,Maintenance,Internet,2568.99,2026-06
COST002063,2026-06-21,Transport,Cleaning,4425.67,2026-06
COST002064,2026-06-21,Transport,Water,4705.72,2026-06
COST002065,2026-06-22,Administration,Internet,2525.45,2026-06
COST002066,2026-06-22,Administration,Other,3064.71,2026-06
COST002067,2026-06-22,Hostel,Internet,3868.52,2026-06
COST002068,2026-06-22,Hostel,Electricity,10963.59,2026-06
COST002069,2026-06-22,Canteen,Electricity,14647.9,2026-06
COST002070,2026-06-22,Canteen,Water,4379.9,2026-06
COST002071,2026-06-22,Academic,Electricity,18171.97,2026-06
COST002072,2026-06-22,Academic,Internet,2225.72,2026-06
COST002073,2026-06-22,Maintenance,Maintenance,9226.76,2026-06
COST002074,2026-06-22,Maintenance,Transport,6411.05,2026-06
COST002075,2026-06-22,Transport,Maintenance,8912.52,2026-06
COST002076,2026-06-22,Transport,Transport,7937.03,2026-06
COST002077,2026-06-23,Administration,Food,16879.98,2026-06
COST002078,2026-06-23,Administration,Water,4822.13,2026-06
COST002079,2026-06-23,Hostel,Food,9736.51,2026-06
COST002080,2026-06-23,Hostel,Cleaning,3316.31,2026-06
COST002081,2026-06-23,Canteen,Water,4810.07,2026-06
COST002082,2026-06-23,Canteen,Transport,5889.71,2026-06
COST002083,2026-06-23,Academic,Maintenance,11062.2,2026-06
COST002084,2026-06-23,Academic,Food,7166.38,2026-06
COST002085,2026-06-23,Maintenance,Electricity,11890.15,2026-06
COST002086,2026-06-23,Maintenance,Cleaning,2333.78,2026-06
COST002087,2026-06-23,Transport,Electricity,16207.08,2026-06
COST002088,2026-06-23,Transport,Internet,1629.22,2026-06
COST002089,2026-06-24,Administration,Food,8439.37,2026-06
COST002090,2026-06-24,Administration,Internet,2988.86,2026-06
COST002091,2026-06-24,Hostel,Electricity,14408.17,2026-06
COST002092,2026-06-24,Hostel,Maintenance,8275.33,2026-06
COST002093,2026-06-24,Canteen,Other,3116.98,2026-06
COST002094,2026-06-24,Canteen,Maintenance,7272.01,2026-06
COST002095,2026-06-24,Academic,Transport,4945.68,2026-06
COST002096,2026-06-24,Academic,Other,2098.37,2026-06
COST002097,2026-06-24,Maintenance,Electricity,15975.25,2026-06
COST002098,2026-06-24,Maintenance,Maintenance,8667.82,2026-06
COST002099,2026-06-24,Transport,Water,6063.35,2026-06
COST002100,2026-06-24,Transport,Cleaning,3695.68,2026-06
COST002101,2026-06-25,Administration,Food,7639.59,2026-06
COST002102,2026-06-25,Administration,Other,3125.58,2026-06
COST002103,2026-06-25,Hostel,Water,6325.61,2026-06
COST002104,2026-06-25,Hostel,Other,2658.74,2026-06
COST002105,2026-06-25,Canteen,Water,3788.08,2026-06
COST002106,2026-06-25,Canteen,Electricity,14635.88,2026-06
COST002107,2026-06-25,Academic,Internet,2410.73,2026-06
COST002108,2026-06-25,Academic,Transport,6528.61,2026-06
COST002109,2026-06-25,Maintenance,Transport,8524.22,2026-06
COST002110,2026-06-25,Maintenance,Food,10514.67,2026-06
COST002111,2026-06-25,Transport,Other,3331.57,2026-06
COST002112,2026-06-25,Transport,Maintenance,9212.15,2026-06
COST002113,2026-06-26,Administration,Maintenance,7692.03,2026-06
COST002114,2026-06-26,Administration,Cleaning,3952.94,2026-06
COST002115,2026-06-26,Hostel,Cleaning,2064.69,2026-06
COST002116,2026-06-26,Hostel,Water,4744.16,2026-06
COST002117,2026-06-26,Canteen,Water,3505.35,2026-06
COST002118,2026-06-26,Canteen,Food,11626.02,2026-06
COST002119,2026-06-26,Academic,Maintenance,7598.69,2026-06
COST002120,2026-06-26,Academic,Water,5126.06,2026-06
COST002121,2026-06-26,Maintenance,Internet,3397.32,2026-06
COST002122,2026-06-26,Maintenance,Water,6245.68,2026-06
COST002123,2026-06-26,Transport,Maintenance,9310.28,2026-06
COST002124,2026-06-26,Transport,Other,3658.49,2026-06
COST002125,2026-06-27,Administration,Water,4603.18,2026-06
COST002126,2026-06-27,Administration,Food,10224.91,2026-06
COST002127,2026-06-27,Hostel,Internet,1829.35,2026-06
COST002128,2026-06-27,Hostel,Electricity,12209.76,2026-06
COST002129,2026-06-27,Canteen,Cleaning,4356.96,2026-06
COST002130,2026-06-27,Canteen,Electricity,16805.24,2026-06
COST002131,2026-06-27,Academic,Transport,5301.29,2026-06
COST002132,2026-06-27,Academic,Water,5830.98,2026-06
COST002133,2026-06-27,Maintenance,Transport,8371.22,2026-06
COST002134,2026-06-27,Maintenance,Water,4824.82,2026-06
COST002135,2026-06-27,Transport,Transport,6615.11,2026-06
COST002136,2026-06-27,Transport,Water,6966.65,2026-06
COST002137,2026-06-28,Administration,Internet,3045.42,2026-06
COST002138,2026-06-28,Administration,Other,2977.48,2026-06
COST002139,2026-06-28,Hostel,Transport,9271.6,2026-06
COST002140,2026-06-28,Hostel,Internet,2829.68,2026-06
COST002141,2026-06-28,Canteen,Maintenance,5962.12,2026-06
COST002142,2026-06-28,Canteen,Transport,6291.27,2026-06
COST002143,2026-06-28,Academic,Internet,1501.41,2026-06
COST002144,2026-06-28,Academic,Cleaning,4225.83,2026-06
COST002145,2026-06-28,Maintenance,Other,3473.63,2026-06
COST002146,2026-06-28,Maintenance,Food,10520.84,2026-06
COST002147,2026-06-28,Transport,Maintenance,10984.12,2026-06
COST002148,2026-06-28,Transport,Food,7794.82,2026-06
COST002149,2026-06-29,Administration,Cleaning,3728.12,2026-06
COST002150,2026-06-29,Administration,Maintenance,8435.08,2026-06
COST002151,2026-06-29,Hostel,Other,2819.47,2026-06
COST002152,2026-06-29,Hostel,Maintenance,6831.12,2026-06
COST002153,2026-06-29,Canteen,Electricity,15901.48,2026-06
COST002154,2026-06-29,Canteen,Food,12981.43,2026-06
COST002155,2026-06-29,Academic,Other,3940.26,2026-06
COST002156,2026-06-29,Academic,Internet,3202.83,2026-06
COST002157,2026-06-29,Maintenance,Electricity,17336.74,2026-06
COST002158,2026-06-29,Maintenance,Water,4953.33,2026-06
COST002159,2026-06-29,Transport,Other,2606.88,2026-06
COST002160,2026-06-29,Transport,Internet,2438.09,2026-06
COST002161,2026-06-30,Administration,Other,3671.51,2026-06
COST002162,2026-06-30,Administration,Cleaning,3838.45,2026-06
COST002163,2026-06-30,Hostel,Food,12326.34,2026-06
COST002164,2026-06-30,Hostel,Cleaning,4394.14,2026-06
COST002165,2026-06-30,Canteen,Water,3930.52,2026-06
COST002166,2026-06-30,Canteen,Internet,2653.5,2026-06
COST002167,2026-06-30,Academic,Transport,8216.3,2026-06
COST002168,2026-06-30,Academic,Electricity,15780.06,2026-06
COST002169,2026-06-30,Maintenance,Transport,6615.19,2026-06
COST002170,2026-06-30,Maintenance,Internet,2435.77,2026-06
COST002171,2026-06-30,Transport,Water,4294.13,2026-06
COST002172,2026-06-30,Transport,Food,14738.8,2026-06
COST002173,2026-07-01,Administration,Maintenance,9605.94,2026-07
COST002174,2026-07-01,Administration,Cleaning,5206.28,2026-07
COST002175,2026-07-01,Hostel,Electricity,7302.22,2026-07
COST002176,2026-07-01,Hostel,Maintenance,8375.24,2026-07
COST002177,2026-07-01,Canteen,Cleaning,5367.64,2026-07
COST002178,2026-07-01,Canteen,Water,3412.19,2026-07
COST002179,2026-07-01,Academic,Electricity,15378.75,2026-07
COST002180,2026-07-01,Academic,Transport,6273.6,2026-07
COST002181,2026-07-01,Maintenance,Internet,3007.72,2026-07
COST002182,2026-07-01,Maintenance,Maintenance,9879.91,2026-07
COST002183,2026-07-01,Transport,Other,3557.04,2026-07
COST002184,2026-07-01,Transport,Internet,2409.7,2026-07
COST002185,2026-07-02,Administration,Electricity,16232.45,2026-07
COST002186,2026-07-02,Administration,Internet,2001.43,2026-07
COST002187,2026-07-02,Hostel,Transport,5458.13,2026-07
COST002188,2026-07-02,Hostel,Electricity,15867.0,2026-07
COST002189,2026-07-02,Canteen,Electricity,15179.23,2026-07
COST002190,2026-07-02,Canteen,Cleaning,4186.8,2026-07
COST002191,2026-07-02,Academic,Cleaning,3033.69,2026-07
COST002192,2026-07-02,Academic,Maintenance,9316.89,2026-07
COST002193,2026-07-02,Maintenance,Transport,8015.24,2026-07
COST002194,2026-07-02,Maintenance,Internet,2156.05,2026-07
COST002195,2026-07-02,Transport,Electricity,13777.5,2026-07
COST002196,2026-07-02,Transport,Internet,1964.19,2026-07
COST002197,2026-07-03,Administration,Transport,7551.2,2026-07
COST002198,2026-07-03,Administration,Internet,2321.88,2026-07
COST002199,2026-07-03,Hostel,Cleaning,3472.43,2026-07
COST002200,2026-07-03,Hostel,Transport,10340.24,2026-07
COST002201,2026-07-03,Canteen,Food,11557.32,2026-07
COST002202,2026-07-03,Canteen,Maintenance,10564.78,2026-07
COST002203,2026-07-03,Academic,Internet,2560.11,2026-07
COST002204,2026-07-03,Academic,Maintenance,9080.21,2026-07
COST002205,2026-07-03,Maintenance,Other,3202.74,2026-07
COST002206,2026-07-03,Maintenance,Water,4555.1,2026-07
COST002207,2026-07-03,Transport,Water,4732.09,2026-07
COST002208,2026-07-03,Transport,Transport,5487.0,2026-07
COST002209,2026-07-04,Administration,Cleaning,3978.37,2026-07
COST002210,2026-07-04,Administration,Internet,2583.27,2026-07
COST002211,2026-07-04,Hostel,Cleaning,2419.58,2026-07
COST002212,2026-07-04,Hostel,Internet,2784.91,2026-07
COST002213,2026-07-04,Canteen,Water,2989.97,2026-07
COST002214,2026-07-04,Canteen,Maintenance,5998.79,2026-07
COST002215,2026-07-04,Academic,Water,5570.77,2026-07
COST002216,2026-07-04,Academic,Cleaning,3198.42,2026-07
COST002217,2026-07-04,Maintenance,Other,1958.34,2026-07
COST002218,2026-07-04,Maintenance,Electricity,11397.8,2026-07
COST002219,2026-07-04,Transport,Internet,3168.03,2026-07
COST002220,2026-07-04,Transport,Other,3191.76,2026-07
COST002221,2026-07-05,Administration,Maintenance,6689.17,2026-07
COST002222,2026-07-05,Administration,Cleaning,4505.21,2026-07
COST002223,2026-07-05,Hostel,Electricity,16128.06,2026-07
COST002224,2026-07-05,Hostel,Other,2279.58,2026-07
COST002225,2026-07-05,Canteen,Transport,6031.81,2026-07
COST002226,2026-07-05,Canteen,Electricity,17193.36,2026-07
COST002227,2026-07-05,Academic,Internet,2767.34,2026-07
COST002228,2026-07-05,Academic,Maintenance,9289.69,2026-07
COST002229,2026-07-05,Maintenance,Food,10689.11,2026-07
COST002230,2026-07-05,Maintenance,Cleaning,4206.87,2026-07
COST002231,2026-07-05,Transport,Food,14975.15,2026-07
COST002232,2026-07-05,Transport,Electricity,15858.2,2026-07
COST002233,2026-07-06,Administration,Transport,6425.07,2026-07
COST002234,2026-07-06,Administration,Water,5390.0,2026-07
COST002235,2026-07-06,Hostel,Water,4498.44,2026-07
COST002236,2026-07-06,Hostel,Internet,2784.32,2026-07
COST002237,2026-07-06,Canteen,Other,2503.63,2026-07
COST002238,2026-07-06,Canteen,Transport,8299.46,2026-07
COST002239,2026-07-06,Academic,Cleaning,4103.74,2026-07
COST002240,2026-07-06,Academic,Other,3055.94,2026-07
COST002241,2026-07-06,Maintenance,Water,4582.2,2026-07
COST002242,2026-07-06,Maintenance,Electricity,14605.54,2026-07
COST002243,2026-07-06,Transport,Electricity,15761.21,2026-07
COST002244,2026-07-06,Transport,Water,4745.34,2026-07
COST002245,2026-07-07,Administration,Internet,2517.07,2026-07
COST002246,2026-07-07,Administration,Other,2784.1,2026-07
COST002247,2026-07-07,Hostel,Other,2797.15,2026-07
COST002248,2026-07-07,Hostel,Internet,2083.82,2026-07
COST002249,2026-07-07,Canteen,Cleaning,2964.35,2026-07
COST002250,2026-07-07,Canteen,Transport,6599.61,2026-07
COST002251,2026-07-07,Academic,Internet,3441.46,2026-07
COST002252,2026-07-07,Academic,Water,4631.35,2026-07
COST002253,2026-07-07,Maintenance,Food,15432.38,2026-07
COST002254,2026-07-07,Maintenance,Other,3151.64,2026-07
COST002255,2026-07-07,Transport,Cleaning,3330.87,2026-07
