food_id,date,meal_type,food_item,quantity_prepared,quantity_sold,quantity_wasted,cost_per_unit,total_cost
FOOD000349,2026-01-22,Dinner,Chicken Curry,209,174,31,49.56,10358.38
FOOD000350,2026-01-22,Dinner,Dosa,139,122,12,72.95,10139.54
FOOD000351,2026-01-22,Dinner,Noodles,71,55,9,53.71,3813.58
FOOD000352,2026-01-22,Dinner,Biryani,214,185,23,76.27,16322.27
FOOD000353,2026-01-23,Breakfast,Dal,98,93,5,44.98,4408.09
FOOD000354,2026-01-23,Breakfast,Fried Rice,172,146,22,44.37,7631.99
FOOD000355,2026-01-23,Breakfast,Sambar,73,65,5,54.86,4005.11
FOOD000356,2026-01-23,Breakfast,Idli,86,63,16,62.92,5410.98
FOOD000357,2026-01-23,Lunch,Chapati,169,145,18,58.71,9922.6
FOOD000358,2026-01-23,Lunch,Curd Rice,52,44,7,46.99,2443.22
FOOD000359,2026-01-23,Lunch,Vegetable Curry,147,128,14,58.91,8659.44
FOOD000360,2026-01-23,Lunch,Noodles,74,65,5,48.46,3586.07
FOOD000361,2026-01-23,Snacks,Dosa,146,124,15,75.86,11075.19
FOOD000362,2026-01-23,Snacks,Chapati,134,108,21,51.29,6873.33
FOOD000363,2026-01-23,Snacks,Rice,124,114,10,17.5,2169.89
FOOD000364,2026-01-23,Snacks,Dal,112,93,17,37.36,4183.79
FOOD000365,2026-01-23,Dinner,Biryani,185,155,23,75.45,13957.53
FOOD000366,2026-01-23,Dinner,Fried Rice,242,214,27,21.33,5162.76
FOOD000367,2026-01-23,Dinner,Sambar,181,165,15,42.39,7673.36
FOOD000368,2026-01-23,Dinner,Noodles,115,103,8,77.3,8889.4
FOOD000369,2026-01-24,Breakfast,Dal,96,73,17,17.81,1710.2
FOOD000370,2026-01-24,Breakfast,Curd Rice,149,133,13,46.4,6913.98
FOOD000371,2026-01-24,Breakfast,Rice,128,105,22,59.17,7573.61
FOOD000372,2026-01-24,Breakfast,Sambar,141,123,18,18.2,2565.6
FOOD000373,2026-01-24,Lunch,Biryani,232,214,11,27.49,6378.6
FOOD000374,2026-01-24,Lunch,Rice,244,214,23,31.78,7754.85
FOOD000375,2026-01-24,Lunch,Noodles,95,83,6,77.12,7326.42
FOOD000376,2026-01-24,Lunch,Idli,184,169,15,45.25,8325.45
FOOD000377,2026-01-24,Snacks,Idli,234,205,23,51.28,12000.54
FOOD000378,2026-01-24,Snacks,Sambar,244,225,13,27.5,6708.87
FOOD000379,2026-01-24,Snacks,Biryani,79,61,15,66.25,5233.7
FOOD000380,2026-01-24,Snacks,Fried Rice,151,120,26,43.15,6516.4
FOOD000381,2026-01-24,Dinner,Fried Rice,137,123,13,53.64,7349.18
FOOD000382,2026-01-24,Dinner,Curd Rice,157,140,11,72.02,11307.21
FOOD000383,2026-01-24,Dinner,Noodles,78,65,9,66.01,5148.67
FOOD000384,2026-01-24,Dinner,Chapati,207,198,8,38.9,8051.93
FOOD000385,2026-01-25,Breakfast,Sambar,51,38,7,62.8,3202.8
FOOD000386,2026-01-25,Breakfast,Chapati,54,42,5,50.56,2730.36
FOOD000387,2026-01-25,Breakfast,Dal,126,118,7,67.59,8515.76
FOOD000388,2026-01-25,Breakfast,Dosa,229,203,19,58.6,13419.47
FOOD000389,2026-01-25,Lunch,Rice,150,130,15,52.14,7820.28
FOOD000390,2026-01-25,Lunch,Sambar,84,80,3,41.19,3459.57
FOOD000391,2026-01-25,Lunch,Biryani,117,107,5,79.85,9342.67
FOOD000392,2026-01-25,Lunch,Noodles,209,190,13,35.43,7404.53
FOOD000393,2026-01-25,Snacks,Curd Rice,203,176,25,45.65,9267.44
FOOD000394,2026-01-25,Snacks,Rice,63,53,8,29.51,1859.19
FOOD000395,2026-01-25,Snacks,Chicken Curry,249,206,43,58.73,14622.76
FOOD000396,2026-01-25,Snacks,Idli,224,191,27,69.17,15494.65
FOOD000397,2026-01-25,Dinner,Rice,221,197,18,77.6,17148.86
FOOD000398,2026-01-25,Dinner,Idli,219,182,31,40.08,8777.59
FOOD000399,2026-01-25,Dinner,Chicken Curry,141,120,19,56.0,7895.76
FOOD000400,2026-01-25,Dinner,Fried Rice,86,72,11,68.69,5906.91
FOOD000401,2026-01-26,Breakfast,Idli,243,224,12,49.29,11978.27
FOOD000402,2026-01-26,Breakfast,Biryani,151,140,9,31.31,4727.18
FOOD000403,2026-01-26,Breakfast,Dal,131,103,21,56.25,7368.95
FOOD000404,2026-01-26,Breakfast,Chicken Curry,82,64,14,31.15,2554.09
FOOD000405,2026-01-26,Lunch,Dal,174,146,25,67.31,11711.56
FOOD000406,2026-01-26,Lunch,Dosa,225,199,23,67.53,15193.59
FOOD000407,2026-01-26,Lunch,Rice,231,213,11,49.85,11514.72
FOOD000408,2026-01-26,Lunch,Curd Rice,199,178,18,71.38,14204.25
FOOD000409,2026-01-26,Snacks,Idli,105,80,18,58.38,6129.99
FOOD000410,2026-01-26,Snacks,Fried Rice,207,189,16,73.88,15292.31
FOOD000411,2026-01-26,Snacks,Vegetable Curry,191,168,16,72.91,13926.21
FOOD000412,2026-01-26,Snacks,Rice,172,155,10,18.08,3110.42
FOOD000413,2026-01-26,Dinner,Rice,209,187,16,33.13,6923.38
FOOD000414,2026-01-26,Dinner,Noodles,248,229,16,51.46,12761.81
FOOD000415,2026-01-26,Dinner,Chicken Curry,113,96,12,61.38,6936.5
FOOD000416,2026-01-26,Dinner,Idli,84,72,10,50.63,4252.66
FOOD000417,2026-01-27,Breakfast,Chicken Curry,141,132,9,61.54,8676.48
FOOD000418,2026-01-27,Breakfast,Rice,238,210,22,58.65,13958.66
FOOD000419,2026-01-27,Breakfast,Dal,87,66,15,21.45,1866.45
FOOD000420,2026-01-27,Breakfast,Dosa,213,192,17,72.33,15405.25
FOOD000421,2026-01-27,Lunch,Idli,192,149,37,30.9,5933.56
FOOD000422,2026-01-27,Lunch,Chicken Curry,56,47,4,55.67,3117.32
FOOD000423,2026-01-27,Lunch,Chapati,229,193,30,38.72,8867.64
FOOD000424,2026-01-27,Lunch,Dosa,230,199,26,45.93,10564.69
FOOD000425,2026-01-27,Snacks,Biryani,241,207,34,73.37,17682.1
FOOD000426,2026-01-27,Snacks,Curd Rice,157,150,7,45.09,7079.02
FOOD000427,2026-01-27,Snacks,Vegetable Curry,130,107,20,79.94,10392.65
FOOD000428,2026-01-27,Snacks,Rice,52,40,8,48.63,2528.92
FOOD000429,2026-01-27,Dinner,Sambar,92,70,17,36.11,3321.73
FOOD000430,2026-01-27,Dinner,Vegetable Curry,140,129,6,59.54,8335.62
FOOD000431,2026-01-27,Dinner,Idli,116,107,8,73.66,8544.52
FOOD000432,2026-01-27,Dinner,Curd Rice,116,87,22,52.62,6103.64
FOOD000433,2026-01-28,Breakfast,Dosa,170,146,19,37.4,6357.85
FOOD000434,2026-01-28,Breakfast,Chapati,156,130,23,56.78,8857.64
FOOD000435,2026-01-28,Breakfast,Noodles,53,39,8,60.5,3206.4
FOOD000436,2026-01-28,Breakfast,Biryani,144,126,16,23.27,3350.56
FOOD000437,2026-01-28,Lunch,Dosa,92,81,11,68.94,6342.87
FOOD000438,2026-01-28,Lunch,Noodles,230,187,43,34.03,7826.69
FOOD000439,2026-01-28,Lunch,Sambar,84,68,14,53.67,4508.48
FOOD000440,2026-01-28,Lunch,Vegetable Curry,235,210,18,32.66,7674.22
FOOD000441,2026-01-28,Snacks,Fried Rice,144,112,28,54.31,7820.48
FOOD000442,2026-01-28,Snacks,Chapati,209,191,17,26.23,5482.95
FOOD000443,2026-01-28,Snacks,Curd Rice,73,63,4,73.56,5370.07
FOOD000444,2026-01-28,Snacks,Sambar,184,171,12,49.79,9160.94
FOOD000445,2026-01-28,Dinner,Sambar,211,178,27,46.24,9757.65
FOOD000446,2026-01-28,Dinner,Chapati,68,58,6,70.57,4798.99
FOOD000447,2026-01-28,Dinner,Dosa,148,136,10,48.07,7114.93
FOOD000448,2026-01-28,Dinner,Dal,143,124,19,55.82,7981.6
FOOD000449,2026-01-29,Breakfast,Fried Rice,186,173,11,34.04,6331.39
FOOD000450,2026-01-29,Breakfast,Dal,89,70,17,76.39,6798.39
FOOD000451,2026-01-29,Breakfast,Rice,125,102,19,32.43,4054.17
FOOD000452,2026-01-29,Breakfast,Sambar,128,112,13,34.05,4359.0
FOOD000453,2026-01-29,Lunch,Biryani,66,55,7,57.62,3802.9
FOOD000454,2026-01-29,Lunch,Fried Rice,57,53,3,58.59,3339.43
FOOD000455,2026-01-29,Lunch,Rice,86,78,7,46.73,4018.63
FOOD000456,2026-01-29,Lunch,Chapati,88,68,15,59.69,5252.94
FOOD000457,2026-01-29,Snacks,Noodles,74,62,10,21.09,1560.61
FOOD000458,2026-01-29,Snacks,Curd Rice,53,41,7,49.21,2608.15
FOOD000459,2026-01-29,Snacks,Idli,53,46,6,72.52,3843.39
FOOD000460,2026-01-29,Snacks,Rice,154,131,19,17.49,2693.26
FOOD000461,2026-01-29,Dinner,Chapati,148,125,17,75.55,11181.73
FOOD000462,2026-01-29,Dinner,Idli,53,43,10,40.4,2141.38
FOOD000463,2026-01-29,Dinner,Sambar,183,171,12,38.0,6953.63
FOOD000464,2026-01-29,Dinner,Noodles,212,171,40,59.42,12596.4
FOOD000465,2026-01-30,Breakfast,Dosa,184,163,21,35.95,6613.95
FOOD000466,2026-01-30,Breakfast,Curd Rice,81,67,8,63.31,5127.94
FOOD000467,2026-01-30,Breakfast,Fried Rice,89,82,6,15.37,1367.49
FOOD000468,2026-01-30,Breakfast,Rice,179,147,27,26.51,4745.04
FOOD000469,2026-01-30,Lunch,Curd Rice,67,52,10,33.19,2223.76
FOOD000470,2026-01-30,Lunch,Vegetable Curry,168,132,29,18.47,3103.79
FOOD000471,2026-01-30,Lunch,Idli,157,128,27,31.02,4869.82
FOOD000472,2026-01-30,Lunch,Chicken Curry,235,192,43,25.5,5993.18
FOOD000473,2026-01-30,Snacks,Idli,79,67,11,39.0,3080.97
FOOD000474,2026-01-30,Snacks,Sambar,218,194,23,59.37,12943.29
FOOD000475,2026-01-30,Snacks,Rice,182,174,7,20.46,3723.6
FOOD000476,2026-01-30,Snacks,Dosa,211,167,42,54.07,11408.75
FOOD000477,2026-01-30,Dinner,Chapati,175,152,19,41.44,7252.42
FOOD000478,2026-01-30,Dinner,Vegetable Curry,245,197,48,65.05,15936.28
FOOD000479,2026-01-30,Dinner,Dosa,133,109,24,71.25,9476.67
FOOD000480,2026-01-30,Dinner,Sambar,95,82,11,15.69,1490.68
FOOD000481,2026-01-31,Breakfast,Idli,190,162,22,45.85,8711.56
FOOD000482,2026-01-31,Breakfast,Dal,112,96,9,66.52,7449.93
FOOD000483,2026-01-31,Breakfast,Sambar,231,214,10,60.71,14024.26
FOOD000484,2026-01-31,Breakfast,Vegetable Curry,88,71,14,18.68,1644.24
FOOD000485,2026-01-31,Lunch,Dosa,94,82,11,16.09,1512.92
FOOD000486,2026-01-31,Lunch,Sambar,131,111,20,51.66,6767.32
FOOD000487,2026-01-31,Lunch,Dal,212,173,33,42.53,9015.84
FOOD000488,2026-01-31,Lunch,Vegetable Curry,107,91,14,23.08,2470.04
FOOD000489,2026-01-31,Snacks,Dal,97,79,12,74.29,7206.3
FOOD000490,2026-01-31,Snacks,Dosa,75,68,6,27.92,2093.66
FOOD000491,2026-01-31,Snacks,Fried Rice,105,95,5,67.82,7120.63
FOOD000492,2026-01-31,Snacks,Sambar,175,150,18,16.16,2828.23
FOOD000493,2026-01-31,Dinner,Biryani,121,97,19,72.59,8782.92
FOOD000494,2026-01-31,Dinner,Rice,235,197,36,24.76,5819.49
FOOD000495,2026-01-31,Dinner,Fried Rice,116,98,17,23.38,2711.55
FOOD000496,2026-01-31,Dinner,Chapati,165,135,28,15.89,2621.99
FOOD000497,2026-02-01,Breakfast,Biryani,211,196,15,21.79,4597.5
FOOD000498,2026-02-01,Breakfast,Noodles,183,167,16,65.83,12047.6
FOOD000499,2026-02-01,Breakfast,Dal,96,77,18,79.24,7606.58
FOOD000500,2026-02-01,Breakfast,Vegetable Curry,236,212,21,45.91,10834.26
FOOD000501,2026-02-01,Lunch,Noodles,84,71,6,36.41,3058.47
FOOD000502,2026-02-01,Lunch,Sambar,232,208,24,76.71,17796.38
FOOD000503,2026-02-01,Lunch,Biryani,124,106,13,23.01,2853.57
FOOD000504,2026-02-01,Lunch,Curd Rice,56,49,3,37.08,2076.52
FOOD000505,2026-02-01,Snacks,Idli,149,139,8,46.67,6953.84
FOOD000506,2026-02-01,Snacks,Vegetable Curry,106,78,21,28.11,2979.44
FOOD000507,2026-02-01,Snacks,Fried Rice,172,136,31,70.09,12056.18
FOOD000508,2026-02-01,Snacks,Dal,71,52,13,75.8,5381.88
FOOD000509,2026-02-01,Dinner,Curd Rice,137,116,16,15.6,2136.98
FOOD000510,2026-02-01,Dinner,Noodles,163,134,28,46.61,7597.97
FOOD000511,2026-02-01,Dinner,Chapati,158,140,18,44.77,7073.77
FOOD000512,2026-02-01,Dinner,Sambar,87,74,8,20.2,1757.28
FOOD000513,2026-02-02,Breakfast,Dal,194,160,31,54.07,10488.87
FOOD000514,2026-02-02,Breakfast,Noodles,187,167,14,25.17,4706.28
FOOD000515,2026-02-02,Breakfast,Sambar,88,78,5,76.9,6766.86
FOOD000516,2026-02-02,Breakfast,Chapati,197,159,31,24.96,4916.71
FOOD000517,2026-02-02,Lunch,Dosa,149,123,26,63.96,9529.7
FOOD000518,2026-02-02,Lunch,Rice,202,187,8,57.88,11690.88
FOOD000519,2026-02-02,Lunch,Noodles,229,200,27,27.48,6293.05
FOOD000520,2026-02-02,Lunch,Sambar,245,205,37,19.49,4776.12
FOOD000521,2026-02-02,Snacks,Chapati,151,137,11,57.03,8611.3
FOOD000522,2026-02-02,Snacks,Chicken Curry,233,191,37,70.26,16370.83
FOOD000523,2026-02-02,Snacks,Noodles,226,203,21,74.3,16791.45
FOOD000524,2026-02-02,Snacks,Rice,177,151,21,17.14,3034.02
FOOD000525,2026-02-02,Dinner,Noodles,161,139,16,59.5,9579.82
FOOD000526,2026-02-02,Dinner,Chicken Curry,92,83,9,46.35,4264.06
FOOD000527,2026-02-02,Dinner,Vegetable Curry,76,67,3,31.06,2360.47
FOOD000528,2026-02-02,Dinner,Curd Rice,242,195,42,25.62,6201.22
FOOD000529,2026-02-03,Breakfast,Chapati,224,195,25,65.07,14575.77
FOOD000530,2026-02-03,Breakfast,Biryani,100,87,9,50.96,5095.58
FOOD000531,2026-02-03,Breakfast,Vegetable Curry,126,111,11,54.48,6864.96
FOOD000532,2026-02-03,Breakfast,Fried Rice,89,70,14,22.95,2042.91
FOOD000533,2026-02-03,Lunch,Rice,125,116,9,49.74,6217.18
FOOD000534,2026-02-03,Lunch,Chapati,104,91,10,64.33,6690.63
FOOD000535,2026-02-03,Lunch,Fried Rice,158,142,9,74.16,11717.48
FOOD000536,2026-02-03,Lunch,Sambar,134,105,23,29.23,3916.46
FOOD000537,2026-02-03,Snacks,Idli,96,81,12,50.46,4843.78
FOOD000538,2026-02-03,Snacks,Vegetable Curry,240,196,43,70.08,16818.87
FOOD000539,2026-02-03,Snacks,Biryani,247,209,37,26.18,6465.66
FOOD000540,2026-02-03,Snacks,Dosa,164,144,13,15.14,2482.6
FOOD000541,2026-02-03,Dinner,Biryani,189,160,29,54.98,10391.76
FOOD000542,2026-02-03,Dinner,Sambar,228,189,32,62.42,14231.82
FOOD000543,2026-02-03,Dinner,Chicken Curry,164,125,32,39.23,6434.18
FOOD000544,2026-02-03,Dinner,Noodles,178,153,24,77.61,13814.18
FOOD000545,2026-02-04,Breakfast,Biryani,54,47,3,28.24,1525.08
FOOD000546,2026-02-04,Breakfast,Dosa,58,49,3,28.04,1626.39
FOOD000547,2026-02-04,Breakfast,Curd Rice,149,132,11,16.95,2525.08
FOOD000548,2026-02-04,Breakfast,Chapati,200,170,23,35.49,7097.12
FOOD000549,2026-02-04,Lunch,Curd Rice,230,183,42,68.39,15730.08
FOOD000550,2026-02-04,Lunch,Dosa,56,43,6,70.92,3971.6
FOOD000551,2026-02-04,Lunch,Vegetable Curry,188,169,12,64.12,12055.03
FOOD000552,2026-02-04,Lunch,Biryani,78,65,6,56.16,4380.76
FOOD000553,2026-02-04,Snacks,Chicken Curry,52,43,7,54.96,2857.87
FOOD000554,2026-02-04,Snacks,Chapati,201,165,33,59.27,11913.65
FOOD000555,2026-02-04,Snacks,Rice,209,186,17,15.52,3242.83
FOOD000556,2026-02-04,Snacks,Fried Rice,60,53,5,16.65,998.79
FOOD000557,2026-02-04,Dinner,Biryani,199,187,9,74.62,14849.15
FOOD000558,2026-02-04,Dinner,Dosa,81,75,4,31.16,2523.68
FOOD000559,2026-02-04,Dinner,Dal,219,187,31,45.73,10015.06
FOOD000560,2026-02-04,Dinner,Fried Rice,92,81,4,73.8,6789.73
FOOD000561,2026-02-05,Breakfast,Idli,248,227,21,53.45,13255.87
FOOD000562,2026-02-05,Breakfast,Dosa,53,49,4,40.88,2166.82
FOOD000563,2026-02-05,Breakfast,Biryani,248,207,41,59.83,14838.39
FOOD000564,2026-02-05,Breakfast,Sambar,210,176,29,30.5,6404.69
FOOD000565,2026-02-05,Lunch,Vegetable Curry,92,73,12,33.8,3109.36
FOOD000566,2026-02-05,Lunch,Dal,147,131,9,41.77,6140.59
FOOD000567,2026-02-05,Lunch,Chapati,242,220,22,79.34,19201.26
FOOD000568,2026-02-05,Lunch,Fried Rice,217,173,39,77.1,16731.12
FOOD000569,2026-02-05,Snacks,Chicken Curry,218,175,42,55.83,12170.28
FOOD000570,2026-02-05,Snacks,Curd Rice,52,47,5,32.22,1675.57
FOOD000571,2026-02-05,Snacks,Chapati,227,208,14,48.13,10925.17
FOOD000572,2026-02-05,Snacks,Idli,241,228,12,75.34,18156.9
FOOD000573,2026-02-05,Dinner,Sambar,91,75,13,30.53,2778.57
FOOD000574,2026-02-05,Dinner,Dal,182,146,30,45.82,8338.34
FOOD000575,2026-02-05,Dinner,Dosa,206,196,10,18.43,3795.99
FOOD000576,2026-02-05,Dinner,Curd Rice,175,156,13,42.32,7406.06
FOOD000577,2026-02-06,Breakfast,Rice,237,208,26,77.43,18350.71
FOOD000578,2026-02-06,Breakfast,Chicken Curry,245,223,20,54.26,13293.19
FOOD000579,2026-02-06,Breakfast,Dosa,172,159,10,17.89,3076.47
FOOD000580,2026-02-06,Breakfast,Sambar,214,196,16,57.68,12344.42
FOOD000581,2026-02-06,Lunch,Sambar,114,103,6,32.9,3750.96
FOOD000582,2026-02-06,Lunch,Chapati,144,130,13,58.27,8391.34
FOOD000583,2026-02-06,Lunch,Curd Rice,104,91,11,44.89,4668.4
FOOD000584,2026-02-06,Lunch,Fried Rice,170,159,10,36.59,6220.99
FOOD000585,2026-02-06,Snacks,Biryani,72,59,7,62.83,4523.86
FOOD000586,2026-02-06,Snacks,Chicken Curry,237,193,37,18.26,4327.82
FOOD000587,2026-02-06,Snacks,Curd Rice,164,153,7,20.45,3354.3
FOOD000588,2026-02-06,Snacks,Vegetable Curry,175,160,13,71.13,12447.33
FOOD000589,2026-02-06,Dinner,Dosa,214,172,40,39.99,8556.85
FOOD000590,2026-02-06,Dinner,Idli,212,196,15,48.51,10283.55
FOOD000591,2026-02-06,Dinner,Sambar,224,178,40,59.97,13433.41
FOOD000592,2026-02-06,Dinner,Dal,52,43,6,45.81,2381.94
FOOD000593,2026-02-07,Breakfast,Dal,95,85,5,30.07,2856.75
FOOD000594,2026-02-07,Breakfast,Dosa,139,113,19,37.73,5244.71
FOOD000595,2026-02-07,Breakfast,Curd Rice,245,226,15,46.26,11333.25
FOOD000596,2026-02-07,Breakfast,Vegetable Curry,174,159,12,26.49,4609.0
FOOD000597,2026-02-07,Lunch,Vegetable Curry,222,190,27,46.76,10381.37
FOOD000598,2026-02-07,Lunch,Rice,114,93,15,59.28,6758.23
FOOD000599,2026-02-07,Lunch,Sambar,131,120,11,16.17,2118.27
FOOD000600,2026-02-07,Lunch,Curd Rice,231,215,15,16.13,3725.18
FOOD000601,2026-02-07,Snacks,Idli,215,178,37,73.97,15903.75
FOOD000602,2026-02-07,Snacks,Curd Rice,113,94,16,59.99,6779.25
FOOD000603,2026-02-07,Snacks,Sambar,123,111,9,24.15,2970.56
FOOD000604,2026-02-07,Snacks,Dosa,83,68,14,69.11,5736.3
FOOD000605,2026-02-07,Dinner,Dal,165,127,32,32.94,5435.9
FOOD000606,2026-02-07,Dinner,Biryani,120,101,17,63.8,7656.48
FOOD000607,2026-02-07,Dinner,Fried Rice,217,194,17,72.85,15808.92
FOOD000608,2026-02-07,Dinner,Chicken Curry,186,166,19,44.78,8329.64
FOOD000609,2026-02-08,Breakfast,Biryani,201,169,28,58.78,11815.65
FOOD000610,2026-02-08,Breakfast,Curd Rice,78,62,13,51.37,4006.96
FOOD000611,2026-02-08,Breakfast,Idli,146,119,25,35.51,5184.2
FOOD000612,2026-02-08,Breakfast,Chicken Curry,105,94,6,79.31,8327.94
FOOD000613,2026-02-08,Lunch,Biryani,230,188,42,34.84,8013.34
FOOD000614,2026-02-08,Lunch,Dal,246,203,42,65.6,16138.01
FOOD000615,2026-02-08,Lunch,Noodles,180,146,30,15.68,2821.64
FOOD000616,2026-02-08,Lunch,Curd Rice,56,48,6,19.16,1072.85
FOOD000617,2026-02-08,Snacks,Dosa,56,40,10,70.31,3937.3
FOOD000618,2026-02-08,Snacks,Chicken Curry,138,118,18,46.88,6469.38
FOOD000619,2026-02-08,Snacks,Idli,62,46,9,21.71,1346.09
FOOD000620,2026-02-08,Snacks,Rice,167,154,9,18.47,3084.18
FOOD000621,2026-02-08,Dinner,Idli,130,115,12,69.88,9083.95
FOOD000622,2026-02-08,Dinner,Biryani,108,88,15,48.05,5189.67
FOOD000623,2026-02-08,Dinner,Noodles,213,191,17,39.31,8372.07
FOOD000624,2026-02-08,Dinner,Chapati,138,118,13,39.58,5462.6
FOOD000625,2026-02-09,Breakfast,Idli,205,184,21,20.97,4298.83
FOOD000626,2026-02-09,Breakfast,Noodles,207,178,29,44.07,9121.88
FOOD000627,2026-02-09,Breakfast,Dosa,96,87,4,35.3,3388.98
FOOD000628,2026-02-09,Breakfast,Curd Rice,213,196,10,32.35,6891.0
FOOD000629,2026-02-09,Lunch,Chapati,218,186,26,68.46,14924.0
FOOD000630,2026-02-09,Lunch,Rice,119,97,15,34.98,4162.6
FOOD000631,2026-02-09,Lunch,Dosa,68,54,8,40.28,2739.22
FOOD000632,2026-02-09,Lunch,Fried Rice,108,90,13,16.95,1830.67
FOOD000633,2026-02-09,Snacks,Idli,110,88,19,39.92,4390.8
FOOD000634,2026-02-09,Snacks,Vegetable Curry,84,75,4,79.67,6692.44
FOOD000635,2026-02-09,Snacks,Sambar,241,196,38,30.07,7246.66
FOOD000636,2026-02-09,Snacks,Chicken Curry,50,45,5,15.25,762.6
FOOD000637,2026-02-09,Dinner,Fried Rice,137,127,6,64.98,8902.08
FOOD000638,2026-02-09,Dinner,Vegetable Curry,191,162,28,29.14,5565.06
FOOD000639,2026-02-09,Dinner,Rice,129,119,7,39.62,5110.95
FOOD000640,2026-02-09,Dinner,Biryani,59,49,7,51.42,3033.86
FOOD000641,2026-02-10,Breakfast,Biryani,158,128,30,27.41,4330.43
FOOD000642,2026-02-10,Breakfast,Sambar,52,45,6,62.13,3230.83
FOOD000643,2026-02-10,Breakfast,Vegetable Curry,209,183,22,73.12,15281.65
FOOD000644,2026-02-10,Breakfast,Noodles,114,96,16,78.66,8967.45
FOOD000645,2026-02-10,Lunch,Dal,90,74,15,71.29,6416.18
FOOD000646,2026-02-10,Lunch,Dosa,125,102,17,16.74,2092.44
FOOD000647,2026-02-10,Lunch,Vegetable Curry,53,45,6,57.8,3063.16
FOOD000648,2026-02-10,Lunch,Noodles,133,126,6,38.9,5174.2
FOOD000649,2026-02-10,Snacks,Dosa,101,87,11,20.1,2029.88
FOOD000650,2026-02-10,Snacks,Chapati,131,122,5,70.05,9176.06
FOOD000651,2026-02-10,Snacks,Idli,161,149,12,55.08,8868.15
FOOD000652,2026-02-10,Snacks,Vegetable Curry,148,124,20,44.65,6607.5
FOOD000653,2026-02-10,Dinner,Chapati,190,172,15,72.85,13841.99
FOOD000654,2026-02-10,Dinner,Rice,108,99,5,29.16,3149.63
FOOD000655,2026-02-10,Dinner,Dosa,112,104,7,26.31,2946.63
FOOD000656,2026-02-10,Dinner,Sambar,153,118,28,79.38,12145.51
FOOD000657,2026-02-11,Breakfast,Dal,109,100,8,25.63,2793.27
FOOD000658,2026-02-11,Breakfast,Idli,152,135,16,44.59,6777.03
FOOD000659,2026-02-11,Breakfast,Curd Rice,119,100,15,74.05,8812.12
FOOD000660,2026-02-11,Breakfast,Vegetable Curry,123,99,24,19.91,2449.2
FOOD000661,2026-02-11,Lunch,Fried Rice,96,88,7,61.22,5877.0
FOOD000662,2026-02-11,Lunch,Chicken Curry,154,128,25,78.84,12141.51
FOOD000663,2026-02-11,Lunch,Curd Rice,245,210,33,70.31,17226.22
FOOD000664,2026-02-11,Lunch,Rice,214,202,12,36.07,7719.93
FOOD000665,2026-02-11,Snacks,Noodles,157,137,20,61.92,9721.14
FOOD000666,2026-02-11,Snacks,Vegetable Curry,114,101,7,53.96,6151.27
FOOD000667,2026-02-11,Snacks,Chicken Curry,233,201,27,21.51,5012.35
FOOD000668,2026-02-11,Snacks,Fried Rice,151,129,22,66.39,10025.62
FOOD000669,2026-02-11,Dinner,Rice,137,127,5,47.44,6499.6
FOOD000670,2026-02-11,Dinner,Vegetable Curry,215,192,16,31.02,6670.24
FOOD000671,2026-02-11,Dinner,Dal,244,227,15,75.28,18369.25
FOOD000672,2026-02-11,Dinner,Idli,245,225,19,77.96,19099.79
FOOD000673,2026-02-12,Breakfast,Rice,117,106,7,23.51,2750.58
FOOD000674,2026-02-12,Breakfast,Fried Rice,213,179,30,70.62,15042.61
FOOD000675,2026-02-12,Breakfast,Curd Rice,64,62,2,23.84,1525.87
FOOD000676,2026-02-12,Breakfast,Chapati,170,155,11,52.62,8946.12
FOOD000677,2026-02-12,Lunch,Biryani,215,172,36,22.02,4733.43
FOOD000678,2026-02-12,Lunch,Idli,245,205,39,73.32,17963.87
FOOD000679,2026-02-12,Lunch,Chapati,89,69,17,22.92,2039.51
FOOD000680,2026-02-12,Lunch,Dosa,66,57,4,33.79,2230.28
FOOD000681,2026-02-12,Snacks,Vegetable Curry,80,61,15,50.1,4007.64
FOOD000682,2026-02-12,Snacks,Dal,214,196,17,16.41,3510.75
FOOD000683,2026-02-12,Snacks,Rice,61,49,10,39.55,2412.6
FOOD000684,2026-02-12,Snacks,Sambar,182,155,20,69.07,12569.83
FOOD000685,2026-02-12,Dinner,Curd Rice,58,53,2,29.97,1738.17
FOOD000686,2026-02-12,Dinner,Chicken Curry,51,40,4,65.05,3317.46
FOOD000687,2026-02-12,Dinner,Rice,166,131,30,75.2,12482.63
FOOD000688,2026-02-12,Dinner,Noodles,232,212,20,72.83,16895.77
FOOD000689,2026-02-13,Breakfast,Dal,199,172,26,15.57,3098.13
FOOD000690,2026-02-13,Breakfast,Dosa,61,45,11,39.43,2405.34
FOOD000691,2026-02-13,Breakfast,Sambar,220,176,43,27.15,5973.08
FOOD000692,2026-02-13,Breakfast,Rice,204,161,37,23.49,4791.26
FOOD000693,2026-02-13,Lunch,Chapati,133,111,15,18.16,2414.62
FOOD000694,2026-02-13,Lunch,Sambar,170,150,16,69.0,11730.08
FOOD000695,2026-02-13,Lunch,Fried Rice,177,159,13,26.5,4690.47
FOOD000696,2026-02-13,Lunch,Vegetable Curry,232,209,23,69.59,16145.52
FOOD000697,2026-02-13,Snacks,Curd Rice,147,124,18,54.01,7940.16
FOOD000698,2026-02-13,Snacks,Dosa,199,181,13,27.26,5423.96
