energy_id,date,building,meter_id,units_consumed_kwh,electricity_cost,peak_hour_units,cost_per_kwh
ENG001211,2026-06-22,Admin Block,MTR-07,473.67,3845.87,244.61,8.119302467962926
ENG001212,2026-06-23,Academic Block,MTR-01,1123.84,9307.91,609.91,8.282237685079727
ENG001213,2026-06-23,Hostel A,MTR-02,1269.79,11306.45,584.42,8.904188881626096
ENG001214,2026-06-23,Hostel B,MTR-03,1100.48,8896.48,570.07,8.084181448095377
ENG001215,2026-06-23,Library,MTR-04,771.61,5584.64,274.08,7.237645961042496
ENG001216,2026-06-23,Canteen,MTR-05,449.3,3666.99,230.99,8.161562430447361
ENG001217,2026-06-23,Computer Lab,MTR-06,1234.99,10522.2,568.5,8.520068988412863
ENG001218,2026-06-23,Admin Block,MTR-07,454.65,3436.88,221.33,7.55939733861212
ENG001219,2026-06-24,Academic Block,MTR-01,850.38,7060.74,327.66,8.303040993438227
ENG001220,2026-06-24,Hostel A,MTR-02,929.99,6744.64,486.78,7.252379057839332
ENG001221,2026-06-24,Hostel B,MTR-03,1247.06,10609.42,586.04,8.507545747598352
ENG001222,2026-06-24,Library,MTR-04,612.55,5177.67,237.17,8.452648763366257
ENG001223,2026-06-24,Canteen,MTR-05,434.22,3376.05,195.5,7.77497581870941
ENG001224,2026-06-24,Computer Lab,MTR-06,1164.89,9749.59,623.88,8.369537037831897
ENG001225,2026-06-24,Admin Block,MTR-07,367.27,3110.17,161.44,8.468347537234187
ENG001226,2026-06-25,Academic Block,MTR-01,991.8,8742.26,378.81,8.814539221617261
ENG001227,2026-06-25,Hostel A,MTR-02,962.86,7644.16,457.91,7.939015017759591
ENG001228,2026-06-25,Hostel B,MTR-03,988.2,7382.76,529.5,7.470916818457802
ENG001229,2026-06-25,Library,MTR-04,479.46,3581.93,216.15,7.470758770283235
ENG001230,2026-06-25,Canteen,MTR-05,503.0,3933.43,207.64,7.819940357852882
ENG001231,2026-06-25,Computer Lab,MTR-06,1212.69,8891.3,639.09,7.3318820143647585
ENG001232,2026-06-25,Admin Block,MTR-07,406.25,3016.92,189.51,7.426264615384616
ENG001233,2026-06-26,Academic Block,MTR-01,912.66,7382.71,326.33,8.089222711634125
ENG001234,2026-06-26,Hostel A,MTR-02,983.77,6906.13,444.32,7.020065665755207
ENG001235,2026-06-26,Hostel B,MTR-03,984.87,7537.39,370.52,7.653182653548185
ENG001236,2026-06-26,Library,MTR-04,849.86,6193.26,321.03,7.287388511048879
ENG001237,2026-06-26,Canteen,MTR-05,377.11,2828.73,161.07,7.501073957200816
ENG001238,2026-06-26,Computer Lab,MTR-06,1217.79,9438.24,555.61,7.750301776168305
ENG001239,2026-06-26,Admin Block,MTR-07,355.16,3069.28,194.88,8.641964185155986
ENG001240,2026-06-27,Academic Block,MTR-01,840.66,7319.56,410.01,8.706920752741894
ENG001241,2026-06-27,Hostel A,MTR-02,1130.57,8860.42,516.52,7.837126405264602
ENG001242,2026-06-27,Hostel B,MTR-03,953.9,7163.83,425.93,7.510042981444596
ENG001243,2026-06-27,Library,MTR-04,477.14,3495.79,204.01,7.326549859579997
ENG001244,2026-06-27,Canteen,MTR-05,476.39,3473.93,169.06,7.292197569218497
ENG001245,2026-06-27,Computer Lab,MTR-06,1209.84,9493.83,487.21,7.847178139258085
ENG001246,2026-06-27,Admin Block,MTR-07,383.63,3260.73,168.85,8.499674165211271
ENG001247,2026-06-28,Academic Block,MTR-01,916.32,6513.71,368.91,7.108553780338746
ENG001248,2026-06-28,Hostel A,MTR-02,1086.06,9264.62,559.53,8.53048634513747
ENG001249,2026-06-28,Hostel B,MTR-03,1081.56,9105.22,511.7,8.418599060616147
ENG001250,2026-06-28,Library,MTR-04,553.56,4266.03,293.12,7.706535876869716
ENG001251,2026-06-28,Canteen,MTR-05,438.2,3198.23,225.18,7.298562300319489
ENG001252,2026-06-28,Computer Lab,MTR-06,1484.94,10614.74,581.9,7.148261882634988
ENG001253,2026-06-28,Admin Block,MTR-07,404.35,3601.82,185.09,8.907678990973167
ENG001254,2026-06-29,Academic Block,MTR-01,1064.63,9208.87,489.31,8.64983139682331
ENG001255,2026-06-29,Hostel A,MTR-02,972.93,7887.03,403.24,8.106472202522278
ENG001256,2026-06-29,Hostel B,MTR-03,854.52,7654.99,343.74,8.95823386228526
ENG001257,2026-06-29,Library,MTR-04,745.65,6665.36,402.13,8.938992825051969
ENG001258,2026-06-29,Canteen,MTR-05,513.54,4500.31,197.22,8.763309576663941
ENG001259,2026-06-29,Computer Lab,MTR-06,1215.19,8598.38,667.17,7.0757494712760955
ENG001260,2026-06-29,Admin Block,MTR-07,536.14,3845.28,203.53,7.17215652628045
ENG001261,2026-06-30,Academic Block,MTR-01,820.17,7250.55,297.45,8.840301400929077
ENG001262,2026-06-30,Hostel A,MTR-02,1147.09,8610.86,418.51,7.506699561499099
ENG001263,2026-06-30,Hostel B,MTR-03,1125.4,9390.15,491.66,8.343833303714234
ENG001264,2026-06-30,Library,MTR-04,679.21,5879.98,273.16,8.657086909792257
ENG001265,2026-06-30,Canteen,MTR-05,515.5,4099.89,225.17,7.953229873908827
ENG001266,2026-06-30,Computer Lab,MTR-06,1232.0,10736.54,596.89,8.714724025974027
ENG001267,2026-06-30,Admin Block,MTR-07,433.88,3094.25,216.21,7.131580160413018
ENG001268,2026-07-01,Academic Block,MTR-01,909.53,8020.48,424.05,8.818268776181105
ENG001269,2026-07-01,Hostel A,MTR-02,981.13,8177.61,433.7,8.334889362265958
ENG001270,2026-07-01,Hostel B,MTR-03,1087.32,8324.68,486.79,7.656145384983263
ENG001271,2026-07-01,Library,MTR-04,479.67,4006.79,202.72,8.353222006796338
ENG001272,2026-07-01,Canteen,MTR-05,425.67,3347.86,181.22,7.864918833838419
ENG001273,2026-07-01,Computer Lab,MTR-06,1249.62,9681.25,628.89,7.747355195979578
ENG001274,2026-07-01,Admin Block,MTR-07,308.95,2729.71,162.82,8.835442628257
ENG001275,2026-07-02,Academic Block,MTR-01,1013.46,8148.1,551.68,8.039883172498175
ENG001276,2026-07-02,Hostel A,MTR-02,1089.35,8432.76,518.14,7.741093312525819
ENG001277,2026-07-02,Hostel B,MTR-03,965.1,8556.15,499.08,8.865557973267018
ENG001278,2026-07-02,Library,MTR-04,665.4,5469.05,360.86,8.219191463781184
ENG001279,2026-07-02,Canteen,MTR-05,452.51,3183.67,223.69,7.03557932421383
ENG001280,2026-07-02,Computer Lab,MTR-06,1226.54,8662.0,429.78,7.062142286431751
ENG001281,2026-07-02,Admin Block,MTR-07,414.4,3461.45,208.6,8.352919884169884
ENG001282,2026-07-03,Academic Block,MTR-01,974.38,8662.28,504.75,8.890042899074285
ENG001283,2026-07-03,Hostel A,MTR-02,1088.68,9166.75,558.9,8.420059154205092
ENG001284,2026-07-03,Hostel B,MTR-03,1204.73,9811.83,455.19,8.144422401699966
ENG001285,2026-07-03,Library,MTR-04,613.82,4827.83,271.81,7.8652210745821245
ENG001286,2026-07-03,Canteen,MTR-05,426.23,3510.76,223.99,8.23677357295357
ENG001287,2026-07-03,Computer Lab,MTR-06,1184.21,9286.48,540.85,7.841919929742191
ENG001288,2026-07-03,Admin Block,MTR-07,388.57,2811.43,151.87,7.23532439457498
ENG001289,2026-07-04,Academic Block,MTR-01,1006.84,8644.01,436.5,8.585286639386595
ENG001290,2026-07-04,Hostel A,MTR-02,918.54,6753.06,381.55,7.351949833431315
ENG001291,2026-07-04,Hostel B,MTR-03,1319.37,10427.64,709.51,7.903499397439687
ENG001292,2026-07-04,Library,MTR-04,682.7,5471.64,302.32,8.014706313168302
ENG001293,2026-07-04,Canteen,MTR-05,480.97,4137.52,243.3,8.602449217206894
ENG001294,2026-07-04,Computer Lab,MTR-06,1520.73,13652.53,553.04,8.977616013362004
ENG001295,2026-07-04,Admin Block,MTR-07,393.65,3116.68,208.83,7.917388543122063
ENG001296,2026-07-05,Academic Block,MTR-01,1044.15,7975.7,507.46,7.638461906814154
ENG001297,2026-07-05,Hostel A,MTR-02,930.8,8338.08,496.03,8.957971637301247
ENG001298,2026-07-05,Hostel B,MTR-03,1112.23,8868.41,571.54,7.973539645576904
ENG001299,2026-07-05,Library,MTR-04,600.32,5195.45,269.96,8.654467617270788
ENG001300,2026-07-05,Canteen,MTR-05,548.89,4514.31,243.27,8.224434768350672
ENG001301,2026-07-05,Computer Lab,MTR-06,1347.94,11066.15,655.41,8.209675504844428
ENG001302,2026-07-05,Admin Block,MTR-07,424.04,3311.1,229.96,7.808461465899443
ENG001303,2026-07-06,Academic Block,MTR-01,1044.88,8561.24,468.75,8.193515044789832
ENG001304,2026-07-06,Hostel A,MTR-02,1199.94,10195.92,583.39,8.497024851242562
ENG001305,2026-07-06,Hostel B,MTR-03,1155.03,9066.82,607.62,7.849856713678433
ENG001306,2026-07-06,Library,MTR-04,615.77,4936.8,232.61,8.017279178914206
ENG001307,2026-07-06,Canteen,MTR-05,400.42,3503.51,167.59,8.749587932670696
ENG001308,2026-07-06,Computer Lab,MTR-06,1095.77,7689.64,504.14,7.017567555235132
ENG001309,2026-07-06,Admin Block,MTR-07,407.86,3167.0,142.84,7.7649193350659536
ENG001310,2026-07-07,Academic Block,MTR-01,1047.65,8958.51,367.34,8.55105235527132
ENG001311,2026-07-07,Hostel A,MTR-02,1210.18,10142.95,659.34,8.381356492422615
ENG001312,2026-07-07,Hostel B,MTR-03,986.62,8068.82,388.77,8.178244916989316
ENG001313,2026-07-07,Library,MTR-04,783.64,6910.95,388.32,8.819036802613445
ENG001314,2026-07-07,Canteen,MTR-05,425.12,3373.0,190.7,7.934230334964245
ENG001315,2026-07-07,Computer Lab,MTR-06,1162.87,9907.92,483.94,8.520230120305795
ENG001316,2026-07-07,Admin Block,MTR-07,385.32,3039.49,143.45,7.888222775874597
ENG001317,2026-07-08,Academic Block,MTR-01,1039.27,7876.03,405.18,7.578425240794019
ENG001318,2026-07-08,Hostel A,MTR-02,1119.12,8952.18,430.47,7.999303023804419
ENG001319,2026-07-08,Hostel B,MTR-03,868.13,7759.73,454.55,8.938442399179847
ENG001320,2026-07-08,Library,MTR-04,624.61,5047.94,248.01,8.081747010134324
ENG001321,2026-07-08,Canteen,MTR-05,535.72,3832.9,252.82,7.154670350182931
ENG001322,2026-07-08,Computer Lab,MTR-06,1196.44,9436.52,448.45,7.887165256928889
ENG001323,2026-07-08,Admin Block,MTR-07,330.6,2743.52,163.91,8.29860859044162
ENG001324,2026-07-09,Academic Block,MTR-01,942.63,7088.97,516.67,7.520416282104326
ENG001325,2026-07-09,Hostel A,MTR-02,1075.27,8773.87,546.79,8.159690124340864
ENG001326,2026-07-09,Hostel B,MTR-03,790.27,6925.53,364.24,8.763498551128095
ENG001327,2026-07-09,Library,MTR-04,726.23,6349.09,272.13,8.742533357200887
ENG001328,2026-07-09,Canteen,MTR-05,435.28,3200.54,178.53,7.352830362065797
ENG001329,2026-07-09,Computer Lab,MTR-06,1179.92,8904.66,449.04,7.546833683639568
ENG001330,2026-07-09,Admin Block,MTR-07,367.0,2699.75,168.59,7.356267029972752
ENG001331,2026-07-10,Academic Block,MTR-01,900.03,6950.98,361.77,7.723053675988578
ENG001332,2026-07-10,Hostel A,MTR-02,1184.71,10242.71,633.84,8.64575296908104
ENG001333,2026-07-10,Hostel B,MTR-03,1012.78,7455.2,544.7,7.361124824739825
ENG001334,2026-07-10,Library,MTR-04,795.78,7121.22,375.82,8.94872954836764
ENG001335,2026-07-10,Canteen,MTR-05,436.99,3135.5,233.14,7.17522140094739
ENG001336,2026-07-10,Computer Lab,MTR-06,1405.06,10341.45,760.36,7.360148321068141
ENG001337,2026-07-10,Admin Block,MTR-07,381.42,2908.42,176.12,7.625242514813067
ENG001338,2026-07-11,Academic Block,MTR-01,993.37,7062.97,363.7,7.110110029495556
ENG001339,2026-07-11,Hostel A,MTR-02,1489.53,11543.99,738.74,7.7500889542338856
ENG001340,2026-07-11,Hostel B,MTR-03,1102.15,8490.7,408.58,7.703760831102844
ENG001341,2026-07-11,Library,MTR-04,578.98,4381.57,260.0,7.56773981830115
ENG001342,2026-07-11,Canteen,MTR-05,549.82,4523.82,257.03,8.227820013822704
ENG001343,2026-07-11,Computer Lab,MTR-06,1616.68,14188.14,577.3,8.776096691986044
ENG001344,2026-07-11,Admin Block,MTR-07,483.47,4197.34,215.66,8.681696899497384
ENG001345,2026-07-12,Academic Block,MTR-01,899.04,6778.29,485.96,7.539475440469834
ENG001346,2026-07-12,Hostel A,MTR-02,939.94,8107.18,402.87,8.62521011979488
ENG001347,2026-07-12,Hostel B,MTR-03,978.96,7832.95,367.04,8.001297295088666
ENG001348,2026-07-12,Library,MTR-04,655.08,5197.07,289.77,7.933489039506624
ENG001349,2026-07-12,Canteen,MTR-05,539.14,4169.07,231.76,7.732815224246021
ENG001350,2026-07-12,Computer Lab,MTR-06,1430.67,12674.07,697.52,8.858835370840236
ENG001351,2026-07-12,Admin Block,MTR-07,489.32,3602.52,215.33,7.362298700237064
ENG001352,2026-07-13,Academic Block,MTR-01,937.13,7782.51,371.74,8.304621557307952
ENG001353,2026-07-13,Hostel A,MTR-02,1096.32,9854.64,582.03,8.9888353765324
ENG001354,2026-07-13,Hostel B,MTR-03,1072.84,9368.82,558.21,8.732728086201112
ENG001355,2026-07-13,Library,MTR-04,494.12,3885.43,259.19,7.863332793653363
ENG001356,2026-07-13,Canteen,MTR-05,466.46,4051.22,240.71,8.685031942717488
ENG001357,2026-07-13,Computer Lab,MTR-06,1277.53,9678.01,476.96,7.575563783237968
ENG001358,2026-07-13,Admin Block,MTR-07,388.3,3405.11,171.15,8.769276332732423
ENG001359,2026-07-14,Academic Block,MTR-01,932.48,7207.65,377.18,7.729549159231297
ENG001360,2026-07-14,Hostel A,MTR-02,1243.37,11119.56,457.66,8.94308210749817
ENG001361,2026-07-14,Hostel B,MTR-03,1163.14,10324.85,505.62,8.87670443798683
ENG001362,2026-07-14,Library,MTR-04,648.05,5461.59,280.89,8.42772934187177
ENG001363,2026-07-14,Canteen,MTR-05,473.34,3316.53,252.15,7.0066548358473835
ENG001364,2026-07-14,Computer Lab,MTR-06,1112.78,7805.25,450.33,7.014189687089991
ENG001365,2026-07-14,Admin Block,MTR-07,390.33,3093.58,184.99,7.925550175492532
ENG001366,2026-07-15,Academic Block,MTR-01,608.28,5021.32,331.6,8.25494837903597
ENG001367,2026-07-15,Hostel A,MTR-02,1066.71,8899.52,419.19,8.342961067206645
ENG001368,2026-07-15,Hostel B,MTR-03,956.32,8423.8,511.14,8.808557804918854
ENG001369,2026-07-15,Library,MTR-04,522.3,3836.66,196.67,7.345701704001532
ENG001370,2026-07-15,Canteen,MTR-05,466.72,3563.14,211.8,7.634427494000685
ENG001371,2026-07-15,Computer Lab,MTR-06,1533.91,11371.22,731.86,7.413225026240131
ENG001372,2026-07-15,Admin Block,MTR-07,374.12,2995.75,171.39,8.007457500267293
ENG001373,2026-07-16,Academic Block,MTR-01,1071.99,8707.86,430.49,8.123079506338678
ENG001374,2026-07-16,Hostel A,MTR-02,923.02,6585.14,485.36,7.134341617733094
ENG001375,2026-07-16,Hostel B,MTR-03,1111.54,8339.27,440.92,7.502447055436602
ENG001376,2026-07-16,Library,MTR-04,653.4,5497.74,286.85,8.41404958677686
ENG001377,2026-07-16,Canteen,MTR-05,433.02,3115.86,155.32,7.195649161701539
ENG001378,2026-07-16,Computer Lab,MTR-06,1351.66,10286.24,717.53,7.610079457851826
ENG001379,2026-07-16,Admin Block,MTR-07,392.11,3371.21,152.7,8.597612914743312
ENG001380,2026-07-17,Academic Block,MTR-01,908.63,6646.96,453.94,7.31536488999923
ENG001381,2026-07-17,Hostel A,MTR-02,1179.27,9928.82,511.81,8.419462888057867
ENG001382,2026-07-17,Hostel B,MTR-03,973.83,7951.98,491.65,8.165675733957672
ENG001383,2026-07-17,Library,MTR-04,692.12,5820.59,362.8,8.409798878807143
ENG001384,2026-07-17,Canteen,MTR-05,386.4,2750.82,149.84,7.119099378881988
ENG001385,2026-07-17,Computer Lab,MTR-06,1051.89,7832.5,570.21,7.446120792098032
ENG001386,2026-07-17,Admin Block,MTR-07,442.92,3919.63,182.15,8.849521358258828
ENG001387,2026-07-18,Academic Block,MTR-01,1158.37,10304.61,452.48,8.895784593868973
ENG001388,2026-07-18,Hostel A,MTR-02,1120.43,9711.01,468.84,8.667217050596646
ENG001389,2026-07-18,Hostel B,MTR-03,844.43,7374.04,332.36,8.73256516229883
ENG001390,2026-07-18,Library,MTR-04,689.05,5032.95,363.31,7.304186924025833
ENG001391,2026-07-18,Canteen,MTR-05,415.14,2952.16,205.3,7.111239581827817
ENG001392,2026-07-18,Computer Lab,MTR-06,1349.66,10372.22,696.93,7.685061422876871
ENG001393,2026-07-18,Admin Block,MTR-07,424.28,3705.58,203.34,8.733807862732158
ENG001394,2026-07-19,Academic Block,MTR-01,917.6,7984.3,377.93,8.701285963382738
ENG001395,2026-07-19,Hostel A,MTR-02,1118.83,9256.37,467.68,8.273258672005579
ENG001396,2026-07-19,Hostel B,MTR-03,1186.46,10645.63,583.85,8.972599160527956
ENG001397,2026-07-19,Library,MTR-04,569.39,5017.66,255.43,8.812343033772985
ENG001398,2026-07-19,Canteen,MTR-05,445.36,3743.1,165.94,8.404661397521107
ENG001399,2026-07-19,Computer Lab,MTR-06,1130.37,8475.96,589.1,7.498394331059742
ENG001400,2026-07-19,Admin Block,MTR-07,392.33,2937.88,151.06,7.4882879208829305
ENG001401,2026-07-20,Academic Block,MTR-01,700.93,5784.91,316.16,8.253192187522291
ENG001402,2026-07-20,Hostel A,MTR-02,720.93,6029.69,329.17,8.363766246376208
ENG001403,2026-07-20,Hostel B,MTR-03,803.55,6923.56,390.12,8.616215543525605
ENG001404,2026-07-20,Library,MTR-04,695.72,4998.8,340.57,7.185074455240614
ENG001405,2026-07-20,Canteen,MTR-05,476.55,4224.41,215.08,8.864568250970517
ENG001406,2026-07-20,Computer Lab,MTR-06,1341.24,12070.96,676.48,8.99985088425636
ENG001407,2026-07-20,Admin Block,MTR-07,438.28,3672.95,185.67,8.380373277356941
ENG001408,2026-07-21,Academic Block,MTR-01,889.27,7167.49,471.03,8.05997053763199
ENG001409,2026-07-21,Hostel A,MTR-02,1055.05,9186.06,375.83,8.706753234443864
ENG001410,2026-07-21,Hostel B,MTR-03,976.62,7706.61,356.5,7.891104011795785
ENG001411,2026-07-21,Library,MTR-04,747.54,6178.71,404.55,8.265390480776949
ENG001412,2026-07-21,Canteen,MTR-05,452.1,3933.76,215.61,8.701083831010838
ENG001413,2026-07-21,Computer Lab,MTR-06,1451.76,12179.19,750.53,8.38925855513308
ENG001414,2026-07-21,Admin Block,MTR-07,390.32,3475.73,206.07,8.90482168477147
ENG001415,2026-07-22,Academic Block,MTR-01,729.33,6075.81,349.28,8.330673357739295
ENG001416,2026-07-22,Hostel A,MTR-02,1098.96,7997.03,539.84,7.276907257770983
ENG001417,2026-07-22,Hostel B,MTR-03,987.86,7437.68,380.83,7.529083068450995
ENG001418,2026-07-22,Library,MTR-04,554.35,3957.28,208.09,7.138594750608822
ENG001419,2026-07-22,Canteen,MTR-05,534.03,4528.71,292.32,8.480253918319196
ENG001420,2026-07-22,Computer Lab,MTR-06,985.82,8249.27,404.82,8.3679272078067
ENG001421,2026-07-22,Admin Block,MTR-07,409.29,3029.94,195.44,7.402917246939823
ENG001422,2026-07-23,Academic Block,MTR-01,1183.46,8712.85,567.84,7.3621837662447405
ENG001423,2026-07-23,Hostel A,MTR-02,1072.75,8153.69,422.37,7.600736425075739
ENG001424,2026-07-23,Hostel B,MTR-03,948.02,7893.03,379.11,8.32580536275606
ENG001425,2026-07-23,Library,MTR-04,729.21,5986.1,305.58,8.209020721054292
ENG001426,2026-07-23,Canteen,MTR-05,519.18,3758.7,187.79,7.239685658153242
ENG001427,2026-07-23,Computer Lab,MTR-06,1363.47,12267.69,709.12,8.997403683249356
ENG001428,2026-07-23,Admin Block,MTR-07,439.27,3491.8,199.19,7.949097366084641
ENG001429,2026-07-24,Academic Block,MTR-01,869.88,7077.14,449.39,8.1357658527613
ENG001430,2026-07-24,Hostel A,MTR-02,1123.59,8795.41,466.08,7.82795325697096
ENG001431,2026-07-24,Hostel B,MTR-03,1016.36,8005.82,366.03,7.876953048132551
ENG001432,2026-07-24,Library,MTR-04,663.56,4683.62,241.15,7.058321779492435
ENG001433,2026-07-24,Canteen,MTR-05,597.49,4241.63,230.85,7.099081156169978
ENG001434,2026-07-24,Computer Lab,MTR-06,1246.06,11075.87,672.51,8.88871322408231
ENG001435,2026-07-24,Admin Block,MTR-07,447.21,3964.94,215.74,8.86594664698911
ENG001436,2026-07-25,Academic Block,MTR-01,1022.71,8327.19,390.11,8.142278847376089
ENG001437,2026-07-25,Hostel A,MTR-02,1199.28,10577.39,452.17,8.819783536788739
ENG001438,2026-07-25,Hostel B,MTR-03,981.22,8516.34,425.61,8.679337967020647
ENG001439,2026-07-25,Library,MTR-04,612.41,5388.04,334.59,8.798092780980063
ENG001440,2026-07-25,Canteen,MTR-05,524.55,4659.27,288.39,8.882413497283387
ENG001441,2026-07-25,Computer Lab,MTR-06,1393.94,10978.27,690.46,7.875712010559996
ENG001442,2026-07-25,Admin Block,MTR-07,397.71,3203.78,152.36,8.05556812753011
ENG001443,2026-07-26,Academic Block,MTR-01,869.51,7783.13,374.87,8.951167899161597
ENG001444,2026-07-26,Hostel A,MTR-02,1150.5,8791.75,459.16,7.64167753150804
ENG001445,2026-07-26,Hostel B,MTR-03,1130.11,8797.29,616.28,7.784454610613127
ENG001446,2026-07-26,Library,MTR-04,751.97,6728.91,272.7,8.94837560009043
ENG001447,2026-07-26,Canteen,MTR-05,449.32,4022.19,169.15,8.951727054215258
ENG001448,2026-07-26,Computer Lab,MTR-06,1327.31,11945.07,559.18,8.999457549479775
ENG001449,2026-07-26,Admin Block,MTR-07,462.05,4031.79,250.55,8.72587382317931
ENG001450,2026-07-27,Academic Block,MTR-01,1053.61,9034.55,422.83,8.574852174903427
ENG001451,2026-07-27,Hostel A,MTR-02,1120.87,9840.38,525.22,8.779233987884412
ENG001452,2026-07-27,Hostel B,MTR-03,1046.86,8971.62,370.03,8.570028466079515
ENG001453,2026-07-27,Library,MTR-04,608.52,4483.73,252.6,7.368254124761717
ENG001454,2026-07-27,Canteen,MTR-05,484.06,3480.07,263.38,7.189336032723216
ENG001455,2026-07-27,Computer Lab,MTR-06,1308.63,9671.9,695.0,7.390859142767626
ENG001456,2026-07-27,Admin Block,MTR-07,415.15,3533.42,184.77,8.511188726966157
ENG001457,2026-07-28,Academic Block,MTR-01,804.29,6979.95,289.44,8.678399582240237
ENG001458,2026-07-28,Hostel A,MTR-02,1000.64,7846.91,460.77,7.841891189638631
ENG001459,2026-07-28,Hostel B,MTR-03,887.37,6928.03,464.14,7.807374601350056
ENG001460,2026-07-28,Library,MTR-04,774.63,6232.47,333.9,8.045737965222106
ENG001461,2026-07-28,Canteen,MTR-05,518.36,4192.05,247.12,8.087140211436068
ENG001462,2026-07-28,Computer Lab,MTR-06,1216.74,8547.61,484.28,7.025009451485117
ENG001463,2026-07-28,Admin Block,MTR-07,375.18,2691.23,188.68,7.17317021163175
ENG001464,2026-07-29,Academic Block,MTR-01,956.96,7573.84,441.47,7.914479184082929
ENG001465,2026-07-29,Hostel A,MTR-02,1019.27,8891.99,479.98,8.723880816662906
ENG001466,2026-07-29,Hostel B,MTR-03,963.9,8625.86,444.98,8.948915862641353
ENG001467,2026-07-29,Library,MTR-04,770.0,6519.48,342.31,8.466857142857142
ENG001468,2026-07-29,Canteen,MTR-05,489.25,3493.22,223.66,7.139948901379662
ENG001469,2026-07-29,Computer Lab,MTR-06,1272.35,11089.14,483.76,8.715479231343577
ENG001470,2026-07-29,Admin Block,MTR-07,438.67,3589.09,215.73,8.181753938039984
ENG001471,2026-07-30,Academic Block,MTR-01,1093.87,9557.93,385.33,8.73772020441186
ENG001472,2026-07-30,Hostel A,MTR-02,1189.09,9624.01,506.4,8.093592579199221
ENG001473,2026-07-30,Hostel B,MTR-03,1182.9,8944.47,638.25,7.561476033477047
ENG001474,2026-07-30,Library,MTR-04,604.54,4303.25,259.02,7.118222119297317
ENG001475,2026-07-30,Canteen,MTR-05,519.74,4297.76,202.41,8.26905760572594
ENG001476,2026-07-30,Computer Lab,MTR-06,1187.94,8752.83,436.39,7.368074145158846
ENG001477,2026-07-30,Admin Block,MTR-07,417.9,3309.83,151.79,7.920148360851878
ENG001478,2026-07-31,Academic Block,MTR-01,949.34,6838.52,500.27,7.2034466050097965
ENG001479,2026-07-31,Hostel A,MTR-02,903.67,6749.33,331.92,7.4687994511270706
ENG001480,2026-07-31,Hostel B,MTR-03,1193.39,10261.9,639.71,8.59894921190893
ENG001481,2026-07-31,Library,MTR-04,615.48,5293.26,290.23,8.600214466757652
ENG001482,2026-07-31,Canteen,MTR-05,452.42,3890.7,218.3,8.599752442420758
ENG001483,2026-07-31,Computer Lab,MTR-06,1090.95,7639.69,503.39,7.002786562170584
ENG001484,2026-07-31,Admin Block,MTR-07,345.25,2539.41,131.49,7.355278783490224
ENG001485,2026-08-01,Academic Block,MTR-01,982.63,8654.33,353.74,8.807313027283922
ENG001486,2026-08-01,Hostel A,MTR-02,1174.38,8435.91,532.71,7.183288203136974
ENG001487,2026-08-01,Hostel B,MTR-03,1182.57,10560.7,431.22,8.93029588100493
ENG001488,2026-08-01,Library,MTR-04,603.06,4444.09,292.25,7.369233575431965
ENG001489,2026-08-01,Canteen,MTR-05,335.19,2649.42,174.11,7.904233419851428
ENG001490,2026-08-01,Computer Lab,MTR-06,992.16,8758.42,441.15,8.827628608288986
ENG001491,2026-08-01,Admin Block,MTR-07,512.7,4569.66,247.5,8.912931538911643
ENG001492,2026-08-02,Academic Block,MTR-01,999.91,8231.94,357.05,8.232680941284716
ENG001493,2026-08-02,Hostel A,MTR-02,1201.87,10216.26,638.58,8.500303693411102
ENG001494,2026-08-02,Hostel B,MTR-03,1171.22,9025.45,446.12,7.706024487286761
ENG001495,2026-08-02,Library,MTR-04,833.37,6141.71,452.49,7.3697277319797925
ENG001496,2026-08-02,Canteen,MTR-05,504.09,3659.62,203.03,7.259854391080958
ENG001497,2026-08-02,Computer Lab,MTR-06,1205.73,10771.09,538.56,8.933252054771797
ENG001498,2026-08-02,Admin Block,MTR-07,421.27,3572.76,165.55,8.480926721579985
ENG001499,2026-08-03,Academic Block,MTR-01,1128.74,9667.78,608.94,8.565107996527102
ENG001500,2026-08-03,Hostel A,MTR-02,885.49,7344.71,352.79,8.294514901354052
ENG001501,2026-08-03,Hostel B,MTR-03,1154.05,8262.24,553.23,7.159343182704389
ENG001502,2026-08-03,Library,MTR-04,706.89,5508.95,252.65,7.793221010341071
ENG001503,2026-08-03,Canteen,MTR-05,299.24,2457.66,160.07,8.213006282582542
ENG001504,2026-08-03,Computer Lab,MTR-06,1216.88,9284.79,552.52,7.629996384195648
ENG001505,2026-08-03,Admin Block,MTR-07,364.38,3147.36,145.84,8.637576156759428
ENG001506,2026-08-04,Academic Block,MTR-01,1005.84,7968.36,442.26,7.922094965402051
ENG001507,2026-08-04,Hostel A,MTR-02,927.26,6513.99,428.94,7.02498759786899
ENG001508,2026-08-04,Hostel B,MTR-03,845.38,7351.78,429.26,8.69642054460716
ENG001509,2026-08-04,Library,MTR-04,552.23,4789.11,246.12,8.672310450355829
ENG001510,2026-08-04,Canteen,MTR-05,385.87,3397.1,139.0,8.803742192966542
ENG001511,2026-08-04,Computer Lab,MTR-06,1419.26,10355.69,699.06,7.296541859842454
ENG001512,2026-08-04,Admin Block,MTR-07,383.38,2875.99,207.95,7.5016693619907135
ENG001513,2026-08-05,Academic Block,MTR-01,971.66,7373.52,462.32,7.588580367618303
