energy_id,date,building,meter_id,units_consumed_kwh,electricity_cost,peak_hour_units
ENG001469,2026-07-29,Computer Lab,MTR-06,1272.35,11089.14,483.76
ENG001470,2026-07-29,Admin Block,MTR-07,438.67,3589.09,215.73
ENG001471,2026-07-30,Academic Block,MTR-01,1093.87,9557.93,385.33
ENG001472,2026-07-30,Hostel A,MTR-02,1189.09,9624.01,506.4
ENG001473,2026-07-30,Hostel B,MTR-03,1182.9,8944.47,638.25
ENG001474,2026-07-30,Library,MTR-04,604.54,4303.25,259.02
ENG001475,2026-07-30,Canteen,MTR-05,519.74,4297.76,202.41
ENG001476,2026-07-30,Computer Lab,MTR-06,1187.94,8752.83,436.39
ENG001477,2026-07-30,Admin Block,MTR-07,417.9,3309.83,151.79
ENG001478,2026-07-31,Academic Block,MTR-01,949.34,6838.52,500.27
ENG001479,2026-07-31,Hostel A,MTR-02,903.67,6749.33,331.92
ENG001480,2026-07-31,Hostel B,MTR-03,1193.39,10261.9,639.71
ENG001481,2026-07-31,Library,MTR-04,615.48,5293.26,290.23
ENG001482,2026-07-31,Canteen,MTR-05,452.42,3890.7,218.3
ENG001483,2026-07-31,Computer Lab,MTR-06,1090.95,7639.69,503.39
ENG001484,2026-07-31,Admin Block,MTR-07,345.25,2539.41,131.49
ENG001485,2026-08-01,Academic Block,MTR-01,982.63,8654.33,353.74
ENG001486,2026-08-01,Hostel A,MTR-02,1174.38,8435.91,532.71
ENG001487,2026-08-01,Hostel B,MTR-03,1182.57,10560.7,431.22
ENG001488,2026-08-01,Library,MTR-04,603.06,4444.09,292.25
ENG001489,2026-08-01,Canteen,MTR-05,335.19,2649.42,174.11
ENG001490,2026-08-01,Computer Lab,MTR-06,992.16,8758.42,441.15
ENG001491,2026-08-01,Admin Block,MTR-07,512.7,4569.66,247.5
ENG001492,2026-08-02,Academic Block,MTR-01,999.91,8231.94,357.05
ENG001493,2026-08-02,Hostel A,MTR-02,1201.87,10216.26,638.58
ENG001494,2026-08-02,Hostel B,MTR-03,1171.22,9025.45,446.12
ENG001495,2026-08-02,Library,MTR-04,833.37,6141.71,452.49
ENG001496,2026-08-02,Canteen,MTR-05,504.09,3659.62,203.03
ENG001497,2026-08-02,Computer Lab,MTR-06,1205.73,10771.09,538.56
ENG001498,2026-08-02,Admin Block,MTR-07,421.27,3572.76,165.55
ENG001499,2026-08-03,Academic Block,MTR-01,1128.74,9667.78,608.94
ENG001500,2026-08-03,Hostel A,MTR-02,885.49,7344.71,352.79
ENG001501,2026-08-03,Hostel B,MTR-03,1154.05,8262.24,553.23
ENG001502,2026-08-03,Library,MTR-04,706.89,5508.95,252.65
ENG001503,2026-08-03,Canteen,MTR-05,299.24,2457.66,160.07
ENG001504,2026-08-03,Computer Lab,MTR-06,1216.88,9284.79,552.52
ENG001505,2026-08-03,Admin Block,MTR-07,364.38,3147.36,145.84
ENG001506,2026-08-04,Academic Block,MTR-01,1005.84,7968.36,442.26
ENG001507,2026-08-04,Hostel A,MTR-02,927.26,6513.99,428.94
ENG001508,2026-08-04,Hostel B,MTR-03,845.38,7351.78,429.26
ENG001509,2026-08-04,Library,MTR-04,552.23,4789.11,246.12
ENG001510,2026-08-04,Canteen,MTR-05,385.87,3397.1,139.0
ENG001511,2026-08-04,Computer Lab,MTR-06,1419.26,10355.69,699.06
ENG001512,2026-08-04,Admin Block,MTR-07,383.38,2875.99,207.95
ENG001513,2026-08-05,Academic Block,MTR-01,971.66,7373.52,462.32
ENG001514,2026-08-05,Hostel A,MTR-02,1050.25,8075.64,396.05
ENG001515,2026-08-05,Hostel B,MTR-03,958.56,7804.15,466.42
ENG001516,2026-08-05,Library,MTR-04,611.91,5202.14,329.19
ENG001517,2026-08-05,Canteen,MTR-05,392.95,3180.25,138.41
ENG001518,2026-08-05,Computer Lab,MTR-06,1194.24,10458.56,426.16
ENG001519,2026-08-05,Admin Block,MTR-07,421.24,3106.98,213.89
ENG001520,2026-08-06,Academic Block,MTR-01,876.53,6325.62,379.9
ENG001521,2026-08-06,Hostel A,MTR-02,1215.87,10765.03,521.79
ENG001522,2026-08-06,Hostel B,MTR-03,1120.58,9707.44,434.81
ENG001523,2026-08-06,Library,MTR-04,749.28,6146.06,344.33
ENG001524,2026-08-06,Canteen,MTR-05,483.02,3578.36,182.89
ENG001525,2026-08-06,Computer Lab,MTR-06,1515.84,12671.9,708.71
ENG001526,2026-08-06,Admin Block,MTR-07,359.01,2691.01,141.26
ENG001527,2026-08-07,Academic Block,MTR-01,1134.53,9456.89,526.66
ENG001528,2026-08-07,Hostel A,MTR-02,1050.66,9016.42,435.89
ENG001529,2026-08-07,Hostel B,MTR-03,974.24,7109.34,352.77
ENG001530,2026-08-07,Library,MTR-04,702.53,5371.44,379.79
ENG001531,2026-08-07,Canteen,MTR-05,507.2,4300.15,257.28
ENG001532,2026-08-07,Computer Lab,MTR-06,1174.95,9209.98,447.05
ENG001533,2026-08-07,Admin Block,MTR-07,422.38,3389.99,176.92
ENG001534,2026-08-08,Academic Block,MTR-01,817.03,7059.41,336.21
ENG001535,2026-08-08,Hostel A,MTR-02,1079.93,8833.01,567.61
ENG001536,2026-08-08,Hostel B,MTR-03,922.39,7020.86,393.42
ENG001537,2026-08-08,Library,MTR-04,630.23,4896.99,332.44
ENG001538,2026-08-08,Canteen,MTR-05,415.34,3446.12,152.87
ENG001539,2026-08-08,Computer Lab,MTR-06,1149.28,8996.27,474.43
ENG001540,2026-08-08,Admin Block,MTR-07,343.36,2585.8,125.0
ENG001541,2026-08-09,Academic Block,MTR-01,1001.62,7772.39,445.48
ENG001542,2026-08-09,Hostel A,MTR-02,1157.21,9947.84,599.24
ENG001543,2026-08-09,Hostel B,MTR-03,956.5,7885.18,478.66
ENG001544,2026-08-09,Library,MTR-04,631.53,5146.51,255.98
ENG001545,2026-08-09,Canteen,MTR-05,379.34,3094.7,160.26
ENG001546,2026-08-09,Computer Lab,MTR-06,1207.5,10843.38,425.63
ENG001547,2026-08-09,Admin Block,MTR-07,399.89,3157.72,167.68
ENG001548,2026-08-10,Academic Block,MTR-01,930.9,6752.44,358.09
ENG001549,2026-08-10,Hostel A,MTR-02,1042.82,7830.0,373.02
ENG001550,2026-08-10,Hostel B,MTR-03,1225.16,8727.72,453.98
ENG001551,2026-08-10,Library,MTR-04,731.16,6349.07,353.6
ENG001552,2026-08-10,Canteen,MTR-05,397.7,3539.66,150.39
ENG001553,2026-08-10,Computer Lab,MTR-06,1096.53,8157.24,426.69
ENG001554,2026-08-10,Admin Block,MTR-07,414.99,3191.16,154.87
ENG001555,2026-08-11,Academic Block,MTR-01,837.56,6931.8,409.93
ENG001556,2026-08-11,Hostel A,MTR-02,1149.28,9655.99,588.33
ENG001557,2026-08-11,Hostel B,MTR-03,1000.75,8732.34,458.31
ENG001558,2026-08-11,Library,MTR-04,676.8,5670.31,304.98
ENG001559,2026-08-11,Canteen,MTR-05,425.58,3500.34,181.48
ENG001560,2026-08-11,Computer Lab,MTR-06,1363.21,11893.91,527.33
ENG001561,2026-08-11,Admin Block,MTR-07,407.94,3270.94,210.94
ENG001562,2026-08-12,Academic Block,MTR-01,855.14,6246.25,306.6
ENG001563,2026-08-12,Hostel A,MTR-02,1139.97,9580.78,607.37
ENG001564,2026-08-12,Hostel B,MTR-03,862.55,7294.88,374.57
ENG001565,2026-08-12,Library,MTR-04,598.86,4674.43,261.71
ENG001566,2026-08-12,Canteen,MTR-05,459.65,4121.32,181.48
ENG001567,2026-08-12,Computer Lab,MTR-06,1380.25,10128.23,667.83
ENG001568,2026-08-12,Admin Block,MTR-07,456.17,4028.47,177.73
ENG001569,2026-08-13,Academic Block,MTR-01,812.46,6064.29,334.9
ENG001570,2026-08-13,Hostel A,MTR-02,1000.15,7485.57,359.99
ENG001571,2026-08-13,Hostel B,MTR-03,888.9,7448.21,343.18
ENG001572,2026-08-13,Library,MTR-04,654.93,4639.77,280.58
ENG001573,2026-08-13,Canteen,MTR-05,589.29,4794.25,301.91
ENG001574,2026-08-13,Computer Lab,MTR-06,1114.75,7999.98,437.74
ENG001575,2026-08-13,Admin Block,MTR-07,426.52,3003.54,216.3
ENG001576,2026-08-14,Academic Block,MTR-01,885.67,7520.9,364.53
ENG001577,2026-08-14,Hostel A,MTR-02,815.34,6477.59,422.03
ENG001578,2026-08-14,Hostel B,MTR-03,943.43,7323.29,435.79
ENG001579,2026-08-14,Library,MTR-04,586.72,4715.19,289.3
ENG001580,2026-08-14,Canteen,MTR-05,498.48,3586.31,247.38
ENG001581,2026-08-14,Computer Lab,MTR-06,1005.7,8269.31,466.78
ENG001582,2026-08-14,Admin Block,MTR-07,413.53,3261.61,187.58
ENG001583,2026-08-15,Academic Block,MTR-01,953.18,7604.74,460.63
ENG001584,2026-08-15,Hostel A,MTR-02,1210.23,10700.94,491.45
ENG001585,2026-08-15,Hostel B,MTR-03,1224.27,9592.87,655.01
ENG001586,2026-08-15,Library,MTR-04,563.12,4125.94,250.25
ENG001587,2026-08-15,Canteen,MTR-05,492.72,3633.42,235.09
ENG001588,2026-08-15,Computer Lab,MTR-06,1228.05,9745.93,491.86
ENG001589,2026-08-15,Admin Block,MTR-07,370.85,2890.26,155.6
ENG001590,2026-08-16,Academic Block,MTR-01,895.46,7612.86,366.4
ENG001591,2026-08-16,Hostel A,MTR-02,1228.29,9322.55,537.49
ENG001592,2026-08-16,Hostel B,MTR-03,1003.13,8138.51,551.45
ENG001593,2026-08-16,Library,MTR-04,725.97,5440.73,284.46
ENG001594,2026-08-16,Canteen,MTR-05,538.25,4448.72,276.12
ENG001595,2026-08-16,Computer Lab,MTR-06,1325.45,11663.92,538.83
ENG001596,2026-08-16,Admin Block,MTR-07,434.95,3812.01,226.85
ENG001597,2026-08-17,Academic Block,MTR-01,1074.22,7913.3,386.89
ENG001598,2026-08-17,Hostel A,MTR-02,1001.52,8488.4,501.44
ENG001599,2026-08-17,Hostel B,MTR-03,976.3,7199.78,499.59
ENG001600,2026-08-17,Library,MTR-04,566.21,4214.54,261.43
ENG001601,2026-08-17,Canteen,MTR-05,456.88,3374.27,174.41
ENG001602,2026-08-17,Computer Lab,MTR-06,1296.42,10296.98,631.28
ENG001603,2026-08-17,Admin Block,MTR-07,438.3,3909.39,189.07
ENG001604,2026-08-18,Academic Block,MTR-01,1062.02,8471.11,552.51
ENG001605,2026-08-18,Hostel A,MTR-02,1073.31,8204.7,516.74
ENG001606,2026-08-18,Hostel B,MTR-03,1052.01,9229.52,463.51
ENG001607,2026-08-18,Library,MTR-04,718.83,5279.59,342.0
ENG001608,2026-08-18,Canteen,MTR-05,447.95,3850.81,227.01
ENG001609,2026-08-18,Computer Lab,MTR-06,1238.65,10300.55,488.49
ENG001610,2026-08-18,Admin Block,MTR-07,296.16,2277.93,150.82
ENG001611,2026-08-19,Academic Block,MTR-01,903.27,6519.92,407.27
ENG001612,2026-08-19,Hostel A,MTR-02,1172.39,9428.14,589.33
ENG001613,2026-08-19,Hostel B,MTR-03,1172.15,8536.48,625.53
ENG001614,2026-08-19,Library,MTR-04,661.68,4975.97,320.59
ENG001615,2026-08-19,Canteen,MTR-05,483.36,3969.19,193.87
ENG001616,2026-08-19,Computer Lab,MTR-06,1378.15,10404.98,488.86
ENG001617,2026-08-19,Admin Block,MTR-07,419.83,3289.08,147.18
ENG001618,2026-08-20,Academic Block,MTR-01,876.99,7630.95,375.28
ENG001619,2026-08-20,Hostel A,MTR-02,1052.08,7370.06,569.99
ENG001620,2026-08-20,Hostel B,MTR-03,979.88,7362.76,343.92
ENG001621,2026-08-20,Library,MTR-04,631.24,5004.85,328.53
ENG001622,2026-08-20,Canteen,MTR-05,407.69,3433.07,209.03
ENG001623,2026-08-20,Computer Lab,MTR-06,885.58,7245.62,385.51
ENG001624,2026-08-20,Admin Block,MTR-07,493.71,3848.71,186.13
ENG001625,2026-08-21,Academic Block,MTR-01,942.99,6743.68,376.32
ENG001626,2026-08-21,Hostel A,MTR-02,1185.98,9483.25,497.07
ENG001627,2026-08-21,Hostel B,MTR-03,1136.33,9489.07,607.26
ENG001628,2026-08-21,Library,MTR-04,663.72,4868.12,312.26
ENG001629,2026-08-21,Canteen,MTR-05,424.07,3275.02,181.52
ENG001630,2026-08-21,Computer Lab,MTR-06,1337.33,10945.86,524.74
ENG001631,2026-08-21,Admin Block,MTR-07,295.24,2244.71,120.52
ENG001632,2026-08-22,Academic Block,MTR-01,1147.29,8783.26,528.95
ENG001633,2026-08-22,Hostel A,MTR-02,1177.57,8489.34,576.47
ENG001634,2026-08-22,Hostel B,MTR-03,767.89,5384.71,320.5
ENG001635,2026-08-22,Library,MTR-04,681.12,5004.32,352.58
ENG001636,2026-08-22,Canteen,MTR-05,521.65,3946.55,257.23
ENG001637,2026-08-22,Computer Lab,MTR-06,1224.2,10579.25,663.83
ENG001638,2026-08-22,Admin Block,MTR-07,399.3,3430.1,140.55
ENG001639,2026-08-23,Academic Block,MTR-01,1067.6,7946.01,419.5
ENG001640,2026-08-23,Hostel A,MTR-02,1056.99,8165.56,420.86
ENG001641,2026-08-23,Hostel B,MTR-03,1072.17,9205.24,555.43
ENG001642,2026-08-23,Library,MTR-04,688.17,5442.91,253.27
ENG001643,2026-08-23,Canteen,MTR-05,490.34,4201.11,224.21
ENG001644,2026-08-23,Computer Lab,MTR-06,1645.63,13282.75,776.15
ENG001645,2026-08-23,Admin Block,MTR-07,449.87,3569.57,217.99
ENG001646,2026-08-24,Academic Block,MTR-01,748.02,6310.39,385.27
ENG001647,2026-08-24,Hostel A,MTR-02,1225.02,8667.95,547.49
ENG001648,2026-08-24,Hostel B,MTR-03,1155.65,9345.78,630.54
ENG001649,2026-08-24,Library,MTR-04,694.72,4942.71,245.93
ENG001650,2026-08-24,Canteen,MTR-05,410.77,3247.59,209.88
ENG001651,2026-08-24,Computer Lab,MTR-06,1247.69,10633.75,595.17
ENG001652,2026-08-24,Admin Block,MTR-07,373.18,2909.63,194.55
ENG001653,2026-08-25,Academic Block,MTR-01,867.52,6078.41,395.19
ENG001654,2026-08-25,Hostel A,MTR-02,1145.77,8588.67,522.91
ENG001655,2026-08-25,Hostel B,MTR-03,1289.81,10518.9,490.94
ENG001656,2026-08-25,Library,MTR-04,608.29,4413.17,323.4
ENG001657,2026-08-25,Canteen,MTR-05,490.44,4038.37,248.72
ENG001658,2026-08-25,Computer Lab,MTR-06,1353.99,11732.41,697.86
ENG001659,2026-08-25,Admin Block,MTR-07,405.56,3046.88,222.4
ENG001660,2026-08-26,Academic Block,MTR-01,1124.37,7921.44,563.56
ENG001661,2026-08-26,Hostel A,MTR-02,1095.63,8444.41,453.38
ENG001662,2026-08-26,Hostel B,MTR-03,1098.05,8876.66,484.01
ENG001663,2026-08-26,Library,MTR-04,580.31,5015.39,281.62
ENG001664,2026-08-26,Canteen,MTR-05,474.66,4192.29,229.09
ENG001665,2026-08-26,Computer Lab,MTR-06,1380.15,11654.08,616.14
ENG001666,2026-08-26,Admin Block,MTR-07,378.36,3166.23,156.8
ENG001667,2026-08-27,Academic Block,MTR-01,912.04,7769.05,366.32
ENG001668,2026-08-27,Hostel A,MTR-02,1083.54,7822.56,459.31
ENG001669,2026-08-27,Hostel B,MTR-03,1130.87,9321.34,555.58
ENG001670,2026-08-27,Library,MTR-04,593.12,5206.75,273.79
ENG001671,2026-08-27,Canteen,MTR-05,479.24,4098.62,253.83
ENG001672,2026-08-27,Computer Lab,MTR-06,1534.62,11855.79,610.36
ENG001673,2026-08-27,Admin Block,MTR-07,460.58,3909.04,240.37
ENG001674,2026-08-28,Academic Block,MTR-01,834.27,7056.17,380.32
ENG001675,2026-08-28,Hostel A,MTR-02,1058.07,9225.14,395.95
ENG001676,2026-08-28,Hostel B,MTR-03,959.62,7343.12,526.43
ENG001677,2026-08-28,Library,MTR-04,600.89,4401.04,216.3
ENG001678,2026-08-28,Canteen,MTR-05,484.89,3483.79,227.73
ENG001679,2026-08-28,Computer Lab,MTR-06,928.46,6594.34,464.41
ENG001680,2026-08-28,Admin Block,MTR-07,426.97,3253.34,173.75
ENG001681,2026-08-29,Academic Block,MTR-01,850.13,6629.09,349.94
ENG001682,2026-08-29,Hostel A,MTR-02,1106.96,7914.15,524.31
ENG001683,2026-08-29,Hostel B,MTR-03,1005.87,8640.42,484.55
ENG001684,2026-08-29,Library,MTR-04,564.08,4825.01,289.38
ENG001685,2026-08-29,Canteen,MTR-05,447.41,3505.66,240.41
ENG001686,2026-08-29,Computer Lab,MTR-06,1473.21,12283.34,692.04
ENG001687,2026-08-29,Admin Block,MTR-07,444.73,3373.01,207.77
ENG001688,2026-08-30,Academic Block,MTR-01,1067.4,7514.39,522.01
ENG001689,2026-08-30,Hostel A,MTR-02,1213.1,9822.11,448.25
ENG001690,2026-08-30,Hostel B,MTR-03,1043.35,7372.16,416.3
ENG001691,2026-08-30,Library,MTR-04,572.96,5063.85,217.88
ENG001692,2026-08-30,Canteen,MTR-05,454.23,3625.36,201.9
ENG001693,2026-08-30,Computer Lab,MTR-06,1453.91,11252.06,562.75
ENG001694,2026-08-30,Admin Block,MTR-07,448.63,3501.54,162.26
ENG001695,2026-08-31,Academic Block,MTR-01,1023.53,8598.79,476.56
ENG001696,2026-08-31,Hostel A,MTR-02,1083.1,8655.78,426.16
ENG001697,2026-08-31,Hostel B,MTR-03,1346.8,10887.5,603.09
ENG001698,2026-08-31,Library,MTR-04,557.09,4587.52,215.25
ENG001699,2026-08-31,Canteen,MTR-05,442.4,3874.43,229.84
ENG001700,2026-08-31,Computer Lab,MTR-06,1339.82,11607.12,499.82
ENG001701,2026-08-31,Admin Block,MTR-07,401.11,3004.54,169.31
